Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C16_FA (uM)
4.6386395482110085,0.00028524988163028294,7.319425882282101e-05,5.307632395959684e-05,1.1956482163077603e-06,5.679905596066126e-07,3.4701327570051667e-09,1.855537931212845e-11
10.910083594346103,0.002402711948338086,0.002006093407000358,0.007098085962026801,0.0010016810505572339,0.003425267016258467,0.00022590056927639777,1.2277296000489937e-05
17.21382587166853,0.005449633951066849,0.006710262323377894,0.04151592880153344,0.011471788596909508,0.07422184657359351,0.012075248091461334,0.0013281449265501563
21.813376075921497,0.0074831272981980375,0.010559817782078545,0.08038201505713014,0.02954719782258895,0.23980829407167517,0.058962910427379424,0.008915952189907476
28.940474671568523,0.009797362870555654,0.015322151504029335,0.1368430331524599,0.06722724519959031,0.6546760272915777,0.2620444100349983,0.06192269345427469
35.71458839394371,0.011221121217748178,0.01823168720083864,0.17282944082042573,0.10110296666619965,1.0640610823490537,0.6137587017733361,0.21168592208303336
45.90137273781547,0.01277118833820278,0.02099062877507771,0.20332073227768063,0.13797337361663387,1.5075545496359597,1.311496529868684,0.681562806967968
57.914512453366406,0.014617460378968886,0.02374638415897134,0.22809005731268397,0.16607295459981505,1.8132602552490757,2.1409134510594123,1.476930383421736
75.36053406668707,0.017971174452573062,0.02858675258224704,0.2697141459552626,0.20008412674779333,2.163968540405035,3.1409011438227474,2.6336220164957704
108.89782495606434,0.025777726963049332,0.04016178037704609,0.37264824129652857,0.2773842937508041,2.9695534082326165,4.72358942242496,4.260771757042007
150.0,0.036310763690189894,0.05587448441006473,0.5122544837767239,0.38509245651280505,4.026010047451107,6.454420067101152,5.560123418471734
