Time (s),C4_FA (uM),C6_FA (uM)
2.1356755271185635,2.1538626455528666e-05,2.7582686813328095e-06
6.839660759136379,0.0007970325535333535,0.0030829634042915323
9.718721687450776,0.0017490733152923173,0.015266566231990939
16.106749471828728,0.004081202629681833,0.10046903273716737
22.396903762213995,0.005842408704509826,0.26437086077070315
30.07859438459362,0.007133669468316341,0.5341103205874946
47.38525467078505,0.008350824656828905,1.2410411589481078
64.96236036976606,0.008993277543614574,1.9832539646450584
115.32705163576027,0.010721444323142676,4.106081002221321
150.0,0.011988979326194365,5.559879744471251
