FabD (uM),FabH (uM),FabG (uM),FabZ (uM),FabI (uM),TesA (uM),FabF (uM),FabA (uM),FabB (uM),C3_MalCoA (uM),ACP (uM),C2_AcCoA (uM),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C16_FA (uM),C18_FA (uM),C20_FA (uM),C12_FA_unsat (uM),C14_FA_unsat (uM),C16_FA_unsat (uM),C18_FA_unsat (uM),C20_FA_unsat (uM)
2.0,2.0,2.0,2.0,2.0,20.0,2.0,2.0,2.0,1000.0,20.0,1000.0,0.08999839497872839,0.13483967037807795,1.213789550597503,0.7048503003455052,7.2008698284594495,11.373362656583199,9.036207337606744,0.4778036381828146,0.014654325650714258,2.3105549744451226,3.994902863474525,2.3508793160441366,0.8423382794198362,0.2008922187054586
0.3,0.3,0.3,0.3,0.2,3.0,0.3,0.3,0.3,100.0,3.0,100.0,0.008195818970554564,0.01515565681832919,0.14219469291831086,0.03925825178866915,0.3053994110347504,0.17665169177433335,0.04009820088106851,0.0004404212455372666,2.2533439911604243e-06,0.33429251940167165,0.12235020323449704,0.01802391604942313,0.0012207106970529647,4.556900098633842e-05
0.6,0.7,0.7,0.7,0.7,6.0,0.7,0.7,0.7,400.0,6.0,300.0,0.01333815523729999,0.022004579560754235,0.20912761390790413,0.07944689508472906,0.8221786989460935,1.3152468618392814,1.4317955117697025,0.09780328433184779,0.0035013552539507153,0.6906851934294712,0.9928831375208527,0.627591677888273,0.2294554590079663,0.05653190377044813
3.0,3.0,3.0,3.0,3.0,30.0,3.0,3.0,3.0,2000.0,30.0,2000.0,0.13455473908968713,0.20009704745179518,1.7928551118194873,1.144872755878947,12.00806120704686,20.109283046990836,18.803079494855524,1.2745304604319145,0.052847441266066705,2.4708248796115644,4.5743265851047195,3.0991442022034192,1.3384007658567252,0.41528338453429336
2.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,700.0,20.0,700.0,0.12065691617118506,0.18115914123349336,1.5911279859667042,0.8218084714208691,6.790868305708002,6.906689983046724,2.5474969361737507,0.054409369033846064,0.0006068292695658051,3.103715988646479,3.0836835340968674,0.897622056454141,0.13742538104929228,0.011685276912483413
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,600.0,10.0,700.0,0.028528759002719034,0.043944931913800125,0.40571757910324163,0.19920078699816288,2.158798831460291,3.6207944558278107,3.4826026283502767,0.2126981324871142,0.007121172513004633,1.0809955948320376,1.7657605948881454,1.1093703131423833,0.4124705316485003,0.10137555683569631
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,500.0,10.0,500.0,0.031901919635642526,0.0492384239614302,0.4540955686068365,0.21249852663383015,2.2428139390346367,3.5894109466430795,3.002955968478236,0.15531018584475167,0.004363137659871867,1.3048096802349025,2.048290102222076,1.1666502168636053,0.384833375069401,0.08085290965270005
0.08,0.07,0.08,0.08,0.07,0.8,0.07,0.08,0.08,40.0,0.8,40.0,0.001646526707073977,0.0021763374363149277,0.008696866970454098,0.0006301747559290144,0.00102633949993883,3.5663408918011994e-05,3.696496022781621e-07,1.840069191822204e-08,1.9804969279743233e-09,0.0007980623511304543,1.5994524249460266e-05,1.2510006966985905e-07,1.653789822894085e-09,1.7676618371021996e-10
0.4,0.3,0.4,0.4,0.4,4.0,0.3,0.4,0.4,200.0,4.0,200.0,0.010944075146835899,0.01859438802067131,0.1739950783997669,0.059251647354861395,0.5308829010201598,0.526388024499971,0.2349167532561971,0.005563022950270097,6.232754338683688e-05,0.5220037985527242,0.3610957302660309,0.10009138857771087,0.013401154722780933,0.0010180793061160857
0.4,0.5,0.4,0.4,0.5,4.0,0.5,0.4,0.4,200.0,4.0,200.0,0.00925142623560575,0.01655851162204594,0.15832984357387,0.058332147560415694,0.5272128657123101,0.579899551729262,0.36178801251911896,0.011953775143422031,0.00018865699043539555,0.3935060858303676,0.3082960194486074,0.10734721269000591,0.019311413280211562,0.0021524028789490206
0.8,0.7,0.8,0.9,0.8,8.0,0.7,0.8,0.9,400.0,8.0,400.0,0.02556854917362319,0.03980860362885104,0.3671712995458235,0.15542041301075019,1.5947854747515138,2.4012679673983754,1.8218690704313516,0.08418842340765029,0.0020663171528325186,1.1700337842776758,1.6788317888451747,0.8758600146284967,0.2563218265895779,0.04636147959837617
0.6,0.6,0.6,0.6,0.5,6.0,0.6,0.6,0.6,300.0,6.0,300.0,0.015304680385584139,0.025246194322218533,0.23763033631192904,0.08822012734880083,0.87269209870697,1.2345111508481879,0.9387237953367807,0.04069338813804614,0.0008814093093795468,0.7613991516188685,0.9000255800801,0.4203185524495048,0.10483514815270009,0.015904174211263625
