Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM)
4.660187357853809,0.0002889429368474226,7.471421840022392e-05,0.0002191698115413232
9.596279672677476,0.0017951297733266641,0.0012897889007221484,0.027350380686962765
15.49597916403781,0.004253286225592736,0.00464746196883066,0.27507296788758423
20.101411138087414,0.0058913141594896705,0.007440286283493784,0.7176249432248775
26.189015245640768,0.007426641841821145,0.010298902876353135,1.5590543641452492
33.68672880338539,0.00865425777600823,0.01257969607944898,2.773943989002054
45.31532070091073,0.010066302917803922,0.014900941440175527,4.681369957601637
62.75447300431772,0.012230885764520411,0.018128162972907418,7.376654549063652
93.42839477723177,0.016641738865930192,0.024684143608545237,11.806891403241819
150.0,0.02636179468373225,0.03914173774703729,19.12989770557445
