Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C16_FA (uM)
5.6535406357081746,0.0004984382722787489,0.00017808427957685598,0.00019979728997524616,7.439755787613185e-06,6.1325173563742115e-06,7.086451705884781e-08,7.270449002910396e-10
12.031330558026113,0.002923377649902442,0.0026889832839301327,0.010899656388183772,0.0018038553475670594,0.00723742902568675,0.0005896453179370062,3.818624384857195e-05
20.236048191413538,0.006828562483621397,0.009275068561907383,0.06657306996825493,0.022448824763679428,0.17083864857118475,0.03691430190225871,0.005033587903644619
27.829746492976682,0.009502258467830788,0.014705326964775322,0.1292030587307457,0.06118805039735185,0.584236422633934,0.21848447532592247,0.04824667897524282
33.70804104211777,0.01085399744917175,0.017501743939759618,0.16393545220464725,0.09177869496738873,0.9498683847663384,0.49577356665172523,0.15408686636909102
40.325811704629594,0.011961427920785887,0.019621667873791646,0.1889875585237685,0.11986714630634958,1.2931967363765253,0.9159142596837304,0.3895221740924765
48.977637674922505,0.013216827996596053,0.021686667895520397,0.2099548784990104,0.14625091027699455,1.6013210906095547,1.5318400464212258,0.870483209530524
61.65999627654768,0.0152692978431835,0.02468253874130293,0.23607423035355404,0.17341173961275366,1.888725508052216,2.375952817444186,1.7379133113367407
83.52425539151385,0.019761916678029984,0.031214773423772726,0.2928325690236545,0.2172601485276251,2.344153794136641,3.5483981686909614,3.100093264873519
110.97759665981673,0.02629046268334847,0.04092721445608001,0.3794875458448191,0.28262535748550044,3.0229497322871453,4.816385907277871,4.340788338507873
150.0,0.03631076400196654,0.05587448502778879,0.5122544912758682,0.38509244559213024,4.026009827623112,6.454420053007921,5.560123665060621
