Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM)
5.547212938092116,0.0004732554571168568,0.00016407294720146984,0.0001768797637645237,6.2900163715465464e-06,4.929904879777165e-06,1.0420563106467348e-07
12.03615208279217,0.0029255671269883903,0.0026919520210853076,0.010917105053125814,0.0018078479729295865,0.007257814114604499,0.0011927614969432401
18.723166504759178,0.006152156710734036,0.007989600558841167,0.05354890024359342,0.016443197284143833,0.11617536844590458,0.04150418160935383
24.13980811059896,0.008334547696750889,0.012276639593247199,0.09981779917476767,0.04094049543514591,0.3580931982727211,0.19870254801113416
30.600346306021738,0.010153380348926544,0.016043799277265337,0.14540762741844218,0.07492909859912637,0.7459724287811644,0.6593879550622203
37.743594536618915,0.011496550584204042,0.018695077492976216,0.17726816848819626,0.10728815628743588,1.1388372188097142,1.5457123257258656
46.60282824035197,0.012856216501647946,0.02096888848364092,0.2008535378243156,0.1360479603877875,1.4808461915011124,2.9486587161762388
60.46000214778424,0.015307791977201952,0.024521484020146027,0.23158231785426553,0.16712028647567317,1.8155362289054218,5.0408032961284714
76.10327240738829,0.01877166167763036,0.02957220213228787,0.2755094201190654,0.2007667539303476,2.1686022269747123,6.908335681409303
105.72393772927921,0.026068046610823063,0.040496320849412216,0.3738591342261942,0.2757384487871301,2.9605339030506115,9.74312799550759
150.0,0.03776543211387578,0.05797328362083444,0.52951847400966,0.3968048531388871,4.153802637109817,13.076623233493278
