FabD (uM),FabH (uM),FabG (uM),FabZ (uM),FabI (uM),TesA (uM),FabF (uM),FabA (uM),FabB (uM),C3_MalCoA (uM),ACP (uM),C2_AcCoA (uM),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C12_FA_unsat (uM),C14_FA_unsat (uM)
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,500.0,10.0,500.0,0.19416312484909554,0.2885253589261809,2.433349129273547,1.453304657435208,10.491766161935946,17.16104015159615,3.247568733756656,7.367520657268701
1.0,0.1,1.0,1.0,1.0,10.0,1.0,1.0,1.0,500.0,10.0,500.0,0.04382584141297497,0.06511206293164407,0.5715441863608838,0.31742342872865525,2.9608052049567,8.472275749505204,1.3530683220060116,5.046871806437142
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,500.0,1.0,500.0,0.013773966993681785,0.020964703893896115,0.18934891842305202,0.08084808603906293,0.8901685628581786,4.6347294731976945,0.7151722358057446,3.800075144644188
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,500.0,100.0,500.0,2.2280027949625,3.0249257968665884,15.675219801587383,10.309880330597938,28.92434628614994,13.728131719592847,5.500896217397232,3.1248420335004217
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,500.0,50.0,500.0,1.195016138386073,1.693294003876898,10.58563558989152,6.435671277507022,23.10176498822434,17.122407805553383,5.038770951405626,4.811382414112535
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,100.0,10.0,500.0,0.4727335370576055,0.6286388882382764,3.1192127259269835,1.9945369077684434,6.138670531323684,3.7486951807613713,0.9590784046603827,0.7681940540442033
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,500.0,20.0,500.0,0.43188956940215606,0.6338074464705538,4.905307161031941,3.0211599902771975,16.03531112541418,18.303382144738908,4.043037090806048,6.71325965114135
1.0,1.0,1.0,1.0,1.0,50.0,1.0,1.0,1.0,500.0,10.0,500.0,0.7526120457369083,1.0902227209937547,7.618178578842641,3.728363355698285,13.111001418054146,6.10490031524622,6.256253418378257,3.5695648211129107
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,50.0,10.0,500.0,0.5350783241937705,0.615860031399893,2.229390180080842,1.9494148584968085,3.6663754081923363,1.0995460455841124,0.3964836334729769,0.1504923318418097
1.0,1.0,1.0,1.0,1.0,10.0,10.0,1.0,1.0,500.0,10.0,500.0,0.024112047917338585,0.03601039816556266,0.2958231202492771,0.23057387596443152,1.8523079346336009,16.024205273540854,0.25064322921579607,5.537372105232501
