Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM)
3.854609218269512,0.00016318821065932596,2.9618031418857096e-05,1.3672200260406428e-05,1.837201225590446e-07,1.120593223534103e-07
8.01652130636921,0.0012130949174975168,0.0007113113265020017,0.001549313728860018,0.00012435702130493656,0.0007271620860700443
10.674798609482117,0.0022951303231485577,0.0018724456896052214,0.006414979232391861,0.0008722985400219422,0.009448050492707482
16.178014472432327,0.004912254314835012,0.005763726510890082,0.03318206958967609,0.008431828079294535,0.17394067681888054
23.678788893266375,0.007941244922479386,0.011410866369856578,0.08908376131229787,0.03552345375741445,1.1768257061191063
33.58453489965025,0.010321454007944857,0.016039951529747208,0.14159813015267425,0.07718767223383753,3.8651652671013426
49.05996261070481,0.013330717350534184,0.02068916648301839,0.18566189295130145,0.12238169452924486,7.873872315374872
63.80515507297506,0.017110747738769572,0.026236488158531406,0.2341399613840324,0.16020459102161555,10.411621774981395
96.03420022935015,0.02613767851253437,0.03991577588421738,0.35952420657543604,0.257853352194686,15.21288121548702
150.0,0.042264157027155094,0.06411399824478707,0.5763003325110398,0.4282510105538346,21.218056488736583
