Time (s),C16 Equivalents (uM),C16 Equivalents (uM)_sigma
4.843214622432842,-0.00043419656303703407,0.010015205232244957
9.730061163452392,-0.002405526294106706,0.010450208649272309
16.75297369967003,0.08697392457171162,0.019321700987178655
27.845125707525707,0.9402149487700077,0.10111158407184805
39.66804678513834,2.3241599741386,0.27988917554790754
66.23854386206314,6.941731209683045,0.6864284942127415
117.72930398263712,13.682099083716816,1.2394744228564083
241.18350116677283,19.46521493944312,2.118847903166835
418.6912935611514,32.197957540893896,2.8384191115702757
720.0,33.84650150681954,3.498826145229
