FabD (uM),FabH (uM),FabG (uM),FabZ (uM),FabI (uM),TesA (uM),FabF (uM),FabA (uM),FabB (uM),C3_MalCoA (uM),ACP (uM),C2_AcCoA (uM),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C4_FA (uM)_sigma,C6_FA (uM)_sigma,C8_FA (uM)_sigma,C10_FA (uM)_sigma,C12_FA (uM)_sigma,C14_FA (uM)_sigma
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,500.0,10.0,500.0,0.26609619441866567,0.3444436746019223,2.1338429235248704,1.9254785710780742,13.503613013098148,26.182266088767257,0.030746384596479513,0.04083164832882231,0.2688890167153902,0.20165676586263379,1.4139902149044685,2.4898343231501485
1.0,0.1,1.0,1.0,1.0,10.0,1.0,1.0,1.0,500.0,10.0,500.0,0.041869215107270284,0.060581555930169596,0.7370893841604997,0.4557953115525283,4.7499575613656795,15.92884877735211,0.01450995348707302,0.016701885006887282,0.06879541187777757,0.05542099322430608,0.4429261436971396,1.3709265490883153
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,500.0,1.0,500.0,0.03525380961072658,-0.012541444430012146,0.29755068596317064,0.15053584747928622,1.9069764721573534,8.849207678349774,0.011667585949624231,0.01253273712197648,0.03283444700478442,0.027679014843651623,0.20304443409119702,0.9743537296643434
1.0,1.0,1.0,1.0,1.0,10.0,0.1,1.0,1.0,500.0,10.0,500.0,1.3946111281237694,1.7826998274833494,13.012738608979173,8.190849300807656,16.80340352832237,6.298110555421756,0.1447163526542084,0.20335476157204443,1.2092037868331378,0.7155912897846812,1.955756029701305,0.629299778461709
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,0.1,500.0,10.0,500.0,0.2024625228973927,0.305732541033457,2.2787658983687726,1.4100653986876046,13.240117932865338,17.058508444638242,0.02992933188166539,0.039556434658354823,0.2585817720576817,0.19403009258604786,1.3754161275151486,2.452210699368582
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,50.0,10.0,500.0,0.5078007642638973,0.6174431936838746,2.183353912398382,1.5369443364962334,4.89408155577337,1.294445571257027,0.06469119820231227,0.07338644615431861,0.23893736161486243,0.18941904360931885,0.4071038339005477,0.149796192999332
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,500.0,10.0,500.0,0.023712484772945543,0.008799200094281232,0.17931523102004154,0.18216501554209452,2.225717775359962,46.50782770502337,0.01168785289885318,0.01254044804634618,0.033229538984525,0.028262594598829474,0.23735838512117644,3.8710491136029175
