Time (s),C16 Equivalents (uM),C16 Equivalents (uM)_sigma
72.0,9.147243497576072,0.9132421361881335
144.0,15.836918987191687,1.6150271933784686
216.0,22.02381262890549,2.079223105670883
288.0,24.363082390412657,2.420912835039967
360.0,25.340597554677757,2.6880503817706316
432.0,30.000586518464495,2.9050147548665652
504.0,34.782781827206755,3.085879484071177
576.0,35.36327463764274,3.2395188047924606
648.0,31.24607814098062,3.3719003208383467
720.0,30.35954966193237,3.487237485010075
