C3_MalCoA (uM),C2_AcCoA (uM),ACP (uM),NADPH (uM),NADH (uM),FabD (uM),FabH (uM),FabG (uM),FabZ (uM),FabI (uM),FabF (uM),FabA (uM),FabB (uM),TesA (uM),C4_FA (uM),C4_FA (uM)_sigma,C6_FA (uM),C6_FA (uM)_sigma,C8_FA (uM),C8_FA (uM)_sigma,C10_FA (uM),C10_FA (uM)_sigma,C12_FA (uM),C12_FA (uM)_sigma
500.0,500.0,10.0,1000.0,1000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,0.19897291363185457,0.03188457553091151,0.32663779661669173,0.04248819304285013,2.0670460484515254,0.28235240882670115,1.9714165582204382,0.21177511888610417,37.30677829054441,4.273063486692151
