Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C16_FA (uM),C18_FA (uM)
4.591288966068561,0.00027681271991848906,6.974549280787729e-05,4.938049471096945e-05,1.0822721136576768e-06,4.988798413427223e-07,2.9453134105515257e-09,1.1153590255136887e-11,2.5849177803312678e-15
10.927070135451068,0.0024104135636401364,0.0020157404464194698,0.007148133677501563,0.0010113747050422908,0.003467568439085214,0.000229480472704057,9.938114282244611e-06,2.286851442270826e-08
17.327101434076145,0.00550375000732308,0.006806791454477411,0.042391490199641266,0.011813051644654467,0.07698396033200888,0.012672369217359973,0.0012040586840187358,5.819614510494891e-06
22.00857875193495,0.007560918799061906,0.010714999166702469,0.08210175088461535,0.03048290508431394,0.2491963041866735,0.06221337627025493,0.008369054070380359,5.6658186914582464e-05
27.667592850325374,0.009458713946828803,0.01461446726156479,0.1280928882176904,0.06032951415741933,0.5743467547418174,0.21260099130529303,0.04144031086094914,0.00040461569537222306
36.205522748420975,0.0113105929436459,0.018406668010770073,0.17497350843045176,0.1034008946751444,1.0925556836312398,0.6450365901242985,0.20604187099231716,0.0033414807969030648
44.35500636989238,0.012558818788792381,0.020649032211951517,0.20000978348524548,0.1336478417934751,1.4582154430545302,1.2032688914672485,0.5422244464098129,0.012714694699809993
55.75662841046976,0.01427509311965399,0.023259487344127257,0.2240802618313204,0.16209525523397073,1.7734602467060143,2.005375759058489,1.2229255041415268,0.04006796467630705
72.5163086316523,0.017387230411036923,0.027745712117222585,0.2625745788925677,0.194901705416233,2.11116254433761,2.9993597289012115,2.2845872356108785,0.09761274890519109
104.4631447598845,0.02469429504368195,0.038547876681399765,0.35832303493556655,0.26665914806653923,2.859584782823593,4.52592587958406,3.8251637381807133,0.19456571758348157
149.51040485956565,0.036180779954194824,0.05568021075243619,0.5105852763006877,0.38393827884306564,4.014492429053524,6.428142623890059,5.228237729177423,0.26825533812543145
