matlab_param,matlab_index,yaml_rate_key,reaction,scaling_group,value_at_published_pvec,reactants,products
k9_3f,6,koff_A_EnAcACP,C14_FabA_release_EnAcACP_unsat,a2,164.8695889904,C14_FabA_EnAcACP_unsat,C14_EnAcACP_unsat
k9_3f,7,koff_A_EnAcACP,C16_FabA_release_EnAcACP,a2,164.8695889904,C16_FabA_EnAcACP,C16_EnAcACP
k9_3f,7,koff_A_EnAcACP,C16_FabA_release_EnAcACP_unsat,a2,164.8695889904,C16_FabA_EnAcACP_unsat,C16_EnAcACP_unsat
k9_3f,8,koff_A_EnAcACP,C18_FabA_release_EnAcACP,a2,164.8695889904,C18_FabA_EnAcACP,C18_EnAcACP
k9_3f,8,koff_A_EnAcACP,C18_FabA_release_EnAcACP_unsat,a2,164.8695889904,C18_FabA_EnAcACP_unsat,C18_EnAcACP_unsat
k9_3f,9,koff_A_EnAcACP,C20_FabA_release_EnAcACP,a2,164.8695889904,C20_FabA_EnAcACP,C20_EnAcACP
k9_3f,9,koff_A_EnAcACP,C20_FabA_release_EnAcACP_unsat,a2,164.8695889904,C20_FabA_EnAcACP_unsat,C20_EnAcACP_unsat
k9_3f_un,4,koff_A_EnAcACP,C10_cis_FabA_release_EnAcACP,a2,164.8695889904,C10_FabA_cis3EnAcACP,C10_cis3EnAcACP
k9_3r,1,C4_kon_A_EnAcACP,C4_FabA_release_EnAcACP,,0.24936525334798,C4_EnAcACP + FabA,C4_FabA_EnAcACP
k9_3r,2,C6_kon_A_EnAcACP,C6_FabA_release_EnAcACP,,0.9480001366948,C6_EnAcACP + FabA,C6_FabA_EnAcACP
k9_3r,3,C8_kon_A_EnAcACP,C8_FabA_release_EnAcACP,,2.1109195590378,C8_EnAcACP + FabA,C8_FabA_EnAcACP
k9_3r,4,C10_kon_A_EnAcACP,C10_FabA_release_EnAcACP,,2.9440998034,C10_EnAcACP + FabA,C10_FabA_EnAcACP
k9_3r,5,C12_kon_A_EnAcACP,C12_FabA_release_EnAcACP,,2.2110189523534,C12_EnAcACP + FabA,C12_FabA_EnAcACP
k9_3r,5,C12_kon_A_EnAcACP,C12_FabA_release_EnAcACP_unsat,,2.2110189523534,C12_EnAcACP_unsat + FabA,C12_FabA_EnAcACP_unsat
k9_3r,6,C14_kon_A_EnAcACP,C14_FabA_release_EnAcACP,,0.24936525334798,C14_EnAcACP + FabA,C14_FabA_EnAcACP
k9_3r,6,C14_kon_A_EnAcACP,C14_FabA_release_EnAcACP_unsat,,0.24936525334798,C14_EnAcACP_unsat + FabA,C14_FabA_EnAcACP_unsat
k9_3r,7,C16_kon_A_EnAcACP,C16_FabA_release_EnAcACP,,0.10981492266682,C16_EnAcACP + FabA,C16_FabA_EnAcACP
k9_3r,7,C16_kon_A_EnAcACP,C16_FabA_release_EnAcACP_unsat,,0.10981492266682,C16_EnAcACP_unsat + FabA,C16_FabA_EnAcACP_unsat
k9_3r,8,C18_kon_A_EnAcACP,C18_FabA_release_EnAcACP,,0.10981492266682,C18_EnAcACP + FabA,C18_FabA_EnAcACP
k9_3r,8,C18_kon_A_EnAcACP,C18_FabA_release_EnAcACP_unsat,,0.10981492266682,C18_EnAcACP_unsat + FabA,C18_FabA_EnAcACP_unsat
k9_3r,9,C20_kon_A_EnAcACP,C20_FabA_release_EnAcACP,,0.10981492266682,C20_EnAcACP + FabA,C20_FabA_EnAcACP
k9_3r,9,C20_kon_A_EnAcACP,C20_FabA_release_EnAcACP_unsat,,0.10981492266682,C20_EnAcACP_unsat + FabA,C20_FabA_EnAcACP_unsat
k9_3r_un,4,C10_cis_kon_A_EnAcACP,C10_cis_FabA_release_EnAcACP,,2.9440998034,C10_cis3EnAcACP + FabA,C10_FabA_cis3EnAcACP
k9_inh_f,,kon_A_ACP,FabA_inhibition_by_ACP,,0.00241,ACP + FabA,FabA_ACP
k9_inh_r,,koff_A_ACP,FabA_inhibition_by_ACP,,0.091574,FabA_ACP,ACP
kcat10,1,C6_kcat_B_BKeAcACP,C6_FabB_condensation_release_BKeAcACP,c2,162.633348951048,C7_FabB_Act_MalACP,C1_CO2 + C6_BKeAcACP
kcat10,2,C8_kcat_B_BKeAcACP,C8_FabB_condensation_release_BKeAcACP,c2,162.633348951048,C9_FabB_Act_MalACP,C1_CO2 + C8_BKeAcACP
kcat10,3,C10_kcat_B_BKeAcACP,C10_FabB_condensation_release_BKeAcACP,c2,185.45908213716,C11_FabB_Act_MalACP,C10_BKeAcACP + C1_CO2
kcat10,4,C12_kcat_B_BKeAcACP,C12_FabB_condensation_release_BKeAcACP,c2,183.9373665914192,C13_FabB_Act_MalACP,C12_BKeAcACP + C1_CO2
kcat10,5,C14_kcat_B_BKeAcACP,C14_FabB_condensation_release_BKeAcACP,c2,190.2144432176,C15_FabB_Act_MalACP,C14_BKeAcACP + C1_CO2
kcat10,6,C16_kcat_B_BKeAcACP,C16_FabB_condensation_release_BKeAcACP,c2,23.7768054022,C17_FabB_Act_MalACP,C16_BKeAcACP + C1_CO2
kcat10,7,C18_kcat_B_BKeAcACP,C18_FabB_condensation_release_BKeAcACP,c2,3.95646041892608,C19_FabB_Act_MalACP,C18_BKeAcACP + C1_CO2
kcat10,8,C20_kcat_B_BKeAcACP,C20_FabB_condensation_release_BKeAcACP,c2,3.95646041892608,C21_FabB_Act_MalACP,C1_CO2 + C20_BKeAcACP
kcat10_CO2,,kcat_B_MalACP_B_C2_AcACP,FabB_decarboxylating_MalACP,x2,0.7804541943042973,C3_FabB_MalACP,C1_CO2 + C2_FabB_AcACP
kcat10_H,,C4_kcat_B_BKeAcACP,C4_FabB_Act_condensation_release_BKeAcACP,,14.54083748,C5_FabB_Act_MalACP,C1_CO2 + C4_BKeAcACP
kcat10_un,4,C12_kcat_B_BKeAcACP_unsat,C12_FabB_condensation_release_BKeAcACP_unsat,c2,190.2144432176,C13_FabB_Act_MalACP_cis3,C12_BKeAcACP_unsat + C1_CO2
kcat10_un,5,C14_kcat_B_BKeAcACP_unsat,C14_FabB_condensation_release_BKeAcACP_unsat,c2,190.2144432176,C15_FabB_Act_MalACP_unsat,C14_BKeAcACP_unsat + C1_CO2
kcat10_un,6,C16_kcat_B_BKeAcACP_unsat,C16_FabB_condensation_release_BKeAcACP_unsat,c2,23.7768054022,C17_FabB_Act_MalACP_unsat,C16_BKeAcACP_unsat + C1_CO2
kcat10_un,7,C18_kcat_B_BKeAcACP_unsat,C18_FabB_condensation_release_BKeAcACP_unsat,c2,4.35591074968304,C19_FabB_Act_MalACP_unsat,C18_BKeAcACP_unsat + C1_CO2
kcat10_un,8,C20_kcat_B_BKeAcACP_unsat,C20_FabB_condensation_release_BKeAcACP_unsat,c2,4.35591074968304,C21_FabB_Act_MalACP_unsat,C1_CO2 + C20_BKeAcACP_unsat
kcat3,,C4_kcat_H_BKeAcACP,C5_FabH_Act_condensation_release_BKeAcACP,c1,14.54083748114,C5_FabH_Act_MalACP,C1_CO2 + C4_BKeAcACP
kcat4,1,kcat_G_BHyAcACP,C4_FabG_catalysis_to_BHyAcACP,c2,52.4422997656,C4_FabG_NADPH_BKeAcACP,C4_BHyAcACP
kcat4,2,kcat_G_BHyAcACP,C6_FabG_catalysis_to_BHyAcACP,c2,52.4422997656,C6_FabG_NADPH_BKeAcACP,C6_BHyAcACP
kcat4,3,kcat_G_BHyAcACP,C8_FabG_catalysis_to_BHyAcACP,c2,52.4422997656,C8_FabG_NADPH_BKeAcACP,C8_BHyAcACP
kcat4,4,kcat_G_BHyAcACP,C10_FabG_catalysis_to_BHyAcACP,c2,52.4422997656,C10_FabG_NADPH_BKeAcACP,C10_BHyAcACP
kcat4,5,kcat_G_BHyAcACP,C12_FabG_catalysis_to_BHyAcACP,c2,52.4422997656,C12_FabG_NADPH_BKeAcACP,C12_BHyAcACP
kcat4,5,kcat_G_BHyAcACP,C12_FabG_catalysis_to_BHyAcACP_unsat,c2,52.4422997656,C12_FabG_NADPH_BKeAcACP_unsat,C12_BHyAcACP_unsat
kcat4,6,kcat_G_BHyAcACP,C14_FabG_catalysis_to_BHyAcACP,c2,52.4422997656,C14_FabG_NADPH_BKeAcACP,C14_BHyAcACP
kcat4,6,kcat_G_BHyAcACP,C14_FabG_catalysis_to_BHyAcACP_unsat,c2,52.4422997656,C14_FabG_NADPH_BKeAcACP_unsat,C14_BHyAcACP_unsat
kcat4,7,kcat_G_BHyAcACP,C16_FabG_catalysis_to_BHyAcACP,c2,52.4422997656,C16_FabG_NADPH_BKeAcACP,C16_BHyAcACP
kcat4,7,kcat_G_BHyAcACP,C16_FabG_catalysis_to_BHyAcACP_unsat,c2,52.4422997656,C16_FabG_NADPH_BKeAcACP_unsat,C16_BHyAcACP_unsat
kcat4,8,kcat_G_BHyAcACP,C18_FabG_catalysis_to_BHyAcACP,c2,52.4422997656,C18_FabG_NADPH_BKeAcACP,C18_BHyAcACP
kcat4,8,kcat_G_BHyAcACP,C18_FabG_catalysis_to_BHyAcACP_unsat,c2,52.4422997656,C18_FabG_NADPH_BKeAcACP_unsat,C18_BHyAcACP_unsat
kcat4,9,kcat_G_BHyAcACP,C20_FabG_catalysis_to_BHyAcACP,c2,52.4422997656,C20_FabG_NADPH_BKeAcACP,C20_BHyAcACP
kcat4,9,kcat_G_BHyAcACP,C20_FabG_catalysis_to_BHyAcACP_unsat,c2,52.4422997656,C20_FabG_NADPH_BKeAcACP_unsat,C20_BHyAcACP_unsat
kcat5,1,kfwd_Z_dehyd,C4_FabZ_dehydration,c4,592.973601904,C4_FabZ_BHyAcACP,C4_FabZ_EnAcACP
kcat5,2,kfwd_Z_dehyd,C6_FabZ_dehydration,c4,592.973601904,C6_FabZ_BHyAcACP,C6_FabZ_EnAcACP
kcat5,3,kfwd_Z_dehyd,C8_FabZ_dehydration,c4,592.973601904,C8_FabZ_BHyAcACP,C8_FabZ_EnAcACP
kcat5,4,kfwd_Z_dehyd,C10_FabZ_dehydration,c4,592.973601904,C10_FabZ_BHyAcACP,C10_FabZ_EnAcACP
kcat5,5,kfwd_Z_dehyd,C12_FabZ_dehydration,c4,592.973601904,C12_FabZ_BHyAcACP,C12_FabZ_EnAcACP
kcat5,5,kfwd_Z_dehyd,C12_FabZ_dehydration_unsat,c4,592.973601904,C12_FabZ_BHyAcACP_unsat,C12_FabZ_EnAcACP_unsat
kcat5,6,kfwd_Z_dehyd,C14_FabZ_dehydration,c4,592.973601904,C14_FabZ_BHyAcACP,C14_FabZ_EnAcACP
kcat5,6,kfwd_Z_dehyd,C14_FabZ_dehydration_unsat,c4,592.973601904,C14_FabZ_BHyAcACP_unsat,C14_FabZ_EnAcACP_unsat
kcat5,7,kfwd_Z_dehyd,C16_FabZ_dehydration,c4,592.973601904,C16_FabZ_BHyAcACP,C16_FabZ_EnAcACP
kcat5,7,kfwd_Z_dehyd,C16_FabZ_dehydration_unsat,c4,592.973601904,C16_FabZ_BHyAcACP_unsat,C16_FabZ_EnAcACP_unsat
kcat5,8,kfwd_Z_dehyd,C18_FabZ_dehydration,c4,592.973601904,C18_FabZ_BHyAcACP,C18_FabZ_EnAcACP
kcat5,8,kfwd_Z_dehyd,C18_FabZ_dehydration_unsat,c4,592.973601904,C18_FabZ_BHyAcACP_unsat,C18_FabZ_EnAcACP_unsat
kcat5,9,kfwd_Z_dehyd,C20_FabZ_dehydration,c4,592.973601904,C20_FabZ_BHyAcACP,C20_FabZ_EnAcACP
kcat5,9,kfwd_Z_dehyd,C20_FabZ_dehydration_unsat,c4,592.973601904,C20_FabZ_BHyAcACP_unsat,C20_FabZ_EnAcACP_unsat
kcat6,1,kcat_I_AcACP,C4_FabI_catalysis_release_AcACP,c2,355.54101536,C4_FabI_NADH_EnAcACP,C4_AcACP
kcat6,2,kcat_I_AcACP,C6_FabI_catalysis_release_AcACP,c2,355.54101536,C6_FabI_NADH_EnAcACP,C6_AcACP
kcat6,3,kcat_I_AcACP,C8_FabI_catalysis_release_AcACP,c2,355.54101536,C8_FabI_NADH_EnAcACP,C8_AcACP
kcat6,4,kcat_I_AcACP,C10_FabI_catalysis_release_AcACP,c2,355.54101536,C10_FabI_NADH_EnAcACP,C10_AcACP
kcat6,5,kcat_I_AcACP,C12_FabI_catalysis_release_AcACP,c2,355.54101536,C12_FabI_NADH_EnAcACP,C12_AcACP
kcat6,5,kcat_I_AcACP,C12_FabI_catalysis_release_AcACP_unsat,c2,355.54101536,C12_FabI_NADH_EnAcACP_unsat,C12_AcACP_unsat
kcat6,6,kcat_I_AcACP,C14_FabI_catalysis_release_AcACP,c2,355.54101536,C14_FabI_NADH_EnAcACP,C14_AcACP
kcat6,6,kcat_I_AcACP,C14_FabI_catalysis_release_AcACP_unsat,c2,355.54101536,C14_FabI_NADH_EnAcACP_unsat,C14_AcACP_unsat
kcat6,7,kcat_I_AcACP,C16_FabI_catalysis_release_AcACP,c2,355.54101536,C16_FabI_NADH_EnAcACP,C16_AcACP
kcat6,7,kcat_I_AcACP,C16_FabI_catalysis_release_AcACP_unsat,c2,355.54101536,C16_FabI_NADH_EnAcACP_unsat,C16_AcACP_unsat
kcat6,8,kcat_I_AcACP,C18_FabI_catalysis_release_AcACP,c2,355.54101536,C18_FabI_NADH_EnAcACP,C18_AcACP
kcat6,8,kcat_I_AcACP,C18_FabI_catalysis_release_AcACP_unsat,c2,355.54101536,C18_FabI_NADH_EnAcACP_unsat,C18_AcACP_unsat
kcat6,9,kcat_I_AcACP,C20_FabI_catalysis_release_AcACP,c2,355.54101536,C20_FabI_NADH_EnAcACP,C20_AcACP
kcat6,9,kcat_I_AcACP,C20_FabI_catalysis_release_AcACP_unsat,c2,355.54101536,C20_FabI_NADH_EnAcACP_unsat,C20_AcACP_unsat
kcat7,1,C4_kcat_T_FA,C4_TesA_hydrolysis_release_FA,c3,0.0330538280256,C4_TesA_AcACP,ACP + C4_FA
kcat7,2,C6_kcat_T_FA,C6_TesA_hydrolysis_release_FA,c3,0.029620419832800005,C6_TesA_AcACP,ACP + C6_FA
kcat7,3,C8_kcat_T_FA,C8_TesA_hydrolysis_release_FA,c3,0.060230126772,C8_TesA_AcACP,ACP + C8_FA
kcat7,4,C10_kcat_T_FA,C10_TesA_hydrolysis_release_FA,c3,0.009194550753600001,C10_TesA_AcACP,ACP + C10_FA
kcat7,5,C12_kcat_T_FA,C12_TesA_hydrolysis_release_FA,c3,0.14697314799552003,C12_TesA_AcACP,ACP + C12_FA
kcat7,5,C12_kcat_T_FA,C12_TesA_hydrolysis_release_FA_unsat,c3,0.14697314799552003,C12_TesA_AcACP_unsat,ACP + C12_FA_unsat
kcat7,6,C14_kcat_T_FA,C14_TesA_hydrolysis_release_FA,c3,0.26663615251848,C14_TesA_AcACP,ACP + C14_FA
kcat7,6,C14_kcat_T_FA,C14_TesA_hydrolysis_release_FA_unsat,c3,0.26663615251848,C14_TesA_AcACP_unsat,ACP + C14_FA_unsat
kcat7,7,C16_kcat_T_FA,C16_TesA_hydrolysis_release_FA,c3,0.581933592,C16_TesA_AcACP,ACP + C16_FA
kcat7,7,C16_kcat_T_FA,C16_TesA_hydrolysis_release_FA_unsat,c3,0.581933592,C16_TesA_AcACP_unsat,ACP + C16_FA_unsat
kcat7,8,C18_kcat_T_FA,C18_TesA_hydrolysis_release_FA,c3,0.7105409158320001,C18_TesA_AcACP,ACP + C18_FA
kcat7,8,C18_kcat_T_FA,C18_TesA_hydrolysis_release_FA_unsat,c3,0.7105409158320001,C18_TesA_AcACP_unsat,ACP + C18_FA_unsat
kcat7,9,C20_kcat_T_FA,C20_TesA_hydrolysis_release_FA,c3,0.8943155441856,C20_TesA_AcACP,ACP + C20_FA
kcat7,9,C20_kcat_T_FA,C20_TesA_hydrolysis_release_FA_unsat,c3,0.8943155441856,C20_TesA_AcACP_unsat,ACP + C20_FA_unsat
kcat8,1,C6_kcat_F_BKeAcACP,C6_FabF_condensation_release_BKeAcACP,c2,254.2847118905488,C7_FabF_Act_MalACP,C1_CO2 + C6_BKeAcACP
kcat8,2,C8_kcat_F_BKeAcACP,C8_FabF_condensation_release_BKeAcACP,c2,254.2847118905488,C9_FabF_Act_MalACP,C1_CO2 + C8_BKeAcACP
kcat8,3,C10_kcat_F_BKeAcACP,C10_FabF_condensation_release_BKeAcACP,c2,250.66797091179922,C11_FabF_Act_MalACP,C10_BKeAcACP + C1_CO2
kcat8,4,C12_kcat_F_BKeAcACP,C12_FabF_condensation_release_BKeAcACP,c2,278.2108445192,C13_FabF_Act_MalACP,C12_BKeAcACP + C1_CO2
kcat8,5,C14_kcat_F_BKeAcACP,C14_FabF_condensation_release_BKeAcACP,c2,250.38976006728,C15_FabF_Act_MalACP,C14_BKeAcACP + C1_CO2
kcat8,6,C16_kcat_F_BKeAcACP,C16_FabF_condensation_release_BKeAcACP,c2,80.4029340660488,C17_FabF_Act_MalACP,C16_BKeAcACP + C1_CO2
kcat8,7,C18_kcat_F_BKeAcACP,C18_FabF_condensation_release_BKeAcACP,c2,6.17628074832624,C19_FabF_Act_MalACP,C18_BKeAcACP + C1_CO2
kcat8,8,C20_kcat_F_BKeAcACP,C20_FabF_condensation_release_BKeAcACP,c2,6.17628074832624,C21_FabF_Act_MalACP,C1_CO2 + C20_BKeAcACP
kcat8_CO2,,kcat_F_MalACP_F_C2_AcACP,FabF_decarboxylating_MalACP,x1,7.848508288126024,C3_FabF_MalACP,C1_CO2 + C2_FabF_AcACP
kcat8_H,,C4_kcat_F_BKeAcACP,C4_FabF_Act_condensation_release_BKeAcACP,,14.54083748,C5_FabF_Act_MalACP,C1_CO2 + C4_BKeAcACP
kcat8_un,5,C14_kcat_F_BKeAcACP_unsat,C14_FabF_condensation_release_BKeAcACP_unsat,c2,250.38976006728,C15_FabF_Act_MalACP_unsat,C14_BKeAcACP_unsat + C1_CO2
kcat8_un,6,C16_kcat_F_BKeAcACP_unsat,C16_FabF_condensation_release_BKeAcACP_unsat,c2,80.4029340660488,C17_FabF_Act_MalACP_unsat,C16_BKeAcACP_unsat + C1_CO2
kcat8_un,7,C18_kcat_F_BKeAcACP_unsat,C18_FabF_condensation_release_BKeAcACP_unsat,c2,94.591687136528,C19_FabF_Act_MalACP_unsat,C18_BKeAcACP_unsat + C1_CO2
kcat8_un,8,C20_kcat_F_BKeAcACP_unsat,C20_FabF_condensation_release_BKeAcACP_unsat,c2,94.591687136528,C21_FabF_Act_MalACP_unsat,C1_CO2 + C20_BKeAcACP_unsat
kcat9,1,kfwd_A_dehyd,C4_FabA_dehydration,c2,24.176789044480003,C4_FabA_BHyAcACP,C4_FabA_EnAcACP
kcat9,2,kfwd_A_dehyd,C6_FabA_dehydration,c2,24.176789044480003,C6_FabA_BHyAcACP,C6_FabA_EnAcACP
kcat9,3,kfwd_A_dehyd,C8_FabA_dehydration,c2,24.176789044480003,C8_FabA_BHyAcACP,C8_FabA_EnAcACP
kcat9,4,kfwd_A_dehyd,C10_FabA_dehydration,c2,24.176789044480003,C10_FabA_BHyAcACP,C10_FabA_EnAcACP
kcat9,5,kfwd_A_dehyd,C12_FabA_dehydration,c2,24.176789044480003,C12_FabA_BHyAcACP,C12_FabA_EnAcACP
kcat9,5,kfwd_A_dehyd,C12_FabA_dehydration_unsat,c2,24.176789044480003,C12_FabA_BHyAcACP_unsat,C12_FabA_EnAcACP_unsat
kcat9,6,kfwd_A_dehyd,C14_FabA_dehydration,c2,24.176789044480003,C14_FabA_BHyAcACP,C14_FabA_EnAcACP
kcat9,6,kfwd_A_dehyd,C14_FabA_dehydration_unsat,c2,24.176789044480003,C14_FabA_BHyAcACP_unsat,C14_FabA_EnAcACP_unsat
kcat9,7,kfwd_A_dehyd,C16_FabA_dehydration,c2,24.176789044480003,C16_FabA_BHyAcACP,C16_FabA_EnAcACP
kcat9,7,kfwd_A_dehyd,C16_FabA_dehydration_unsat,c2,24.176789044480003,C16_FabA_BHyAcACP_unsat,C16_FabA_EnAcACP_unsat
kcat9,8,kfwd_A_dehyd,C18_FabA_dehydration,c2,24.176789044480003,C18_FabA_BHyAcACP,C18_FabA_EnAcACP
kcat9,8,kfwd_A_dehyd,C18_FabA_dehydration_unsat,c2,24.176789044480003,C18_FabA_BHyAcACP_unsat,C18_FabA_EnAcACP_unsat
kcat9,9,kfwd_A_dehyd,C20_FabA_dehydration,c2,24.176789044480003,C20_FabA_BHyAcACP,C20_FabA_EnAcACP
kcat9,9,kfwd_A_dehyd,C20_FabA_dehydration_unsat,c2,24.176789044480003,C20_FabA_BHyAcACP_unsat,C20_FabA_EnAcACP_unsat
kcat9_un,4,C10_cis_kfwd_A_dehyd,C10_cis_FabA_dehydration,(f*c2),3211.884872409312,C10_FabA_EnAcACP,C10_FabA_cis3EnAcACP
