matlab_param,matlab_index,yaml_rate_key,reaction,scaling_group,value_at_published_pvec,reactants,products
k6_2f,9,kon_I_EnAcACP,C20_FabI_binding_EnAcACP_unsat,,8.243479449519999,C20_EnAcACP_unsat + FabI_NADH,C20_FabI_NADH_EnAcACP_unsat
k6_2r,1,koff_I_EnAcACP,C4_FabI_binding_EnAcACP,a2,164.8695889904,C4_FabI_NADH_EnAcACP,C4_EnAcACP + FabI_NADH
k6_2r,2,koff_I_EnAcACP,C6_FabI_binding_EnAcACP,a2,164.8695889904,C6_FabI_NADH_EnAcACP,C6_EnAcACP + FabI_NADH
k6_2r,3,koff_I_EnAcACP,C8_FabI_binding_EnAcACP,a2,164.8695889904,C8_FabI_NADH_EnAcACP,C8_EnAcACP + FabI_NADH
k6_2r,4,koff_I_EnAcACP,C10_FabI_binding_EnAcACP,a2,164.8695889904,C10_FabI_NADH_EnAcACP,C10_EnAcACP + FabI_NADH
k6_2r,5,koff_I_EnAcACP,C12_FabI_binding_EnAcACP,a2,164.8695889904,C12_FabI_NADH_EnAcACP,C12_EnAcACP + FabI_NADH
k6_2r,5,koff_I_EnAcACP,C12_FabI_binding_EnAcACP_unsat,a2,164.8695889904,C12_FabI_NADH_EnAcACP_unsat,C12_EnAcACP_unsat + FabI_NADH
k6_2r,6,koff_I_EnAcACP,C14_FabI_binding_EnAcACP,a2,164.8695889904,C14_FabI_NADH_EnAcACP,C14_EnAcACP + FabI_NADH
k6_2r,6,koff_I_EnAcACP,C14_FabI_binding_EnAcACP_unsat,a2,164.8695889904,C14_FabI_NADH_EnAcACP_unsat,C14_EnAcACP_unsat + FabI_NADH
k6_2r,7,koff_I_EnAcACP,C16_FabI_binding_EnAcACP,a2,164.8695889904,C16_FabI_NADH_EnAcACP,C16_EnAcACP + FabI_NADH
k6_2r,7,koff_I_EnAcACP,C16_FabI_binding_EnAcACP_unsat,a2,164.8695889904,C16_FabI_NADH_EnAcACP_unsat,C16_EnAcACP_unsat + FabI_NADH
k6_2r,8,koff_I_EnAcACP,C18_FabI_binding_EnAcACP,a2,164.8695889904,C18_FabI_NADH_EnAcACP,C18_EnAcACP + FabI_NADH
k6_2r,8,koff_I_EnAcACP,C18_FabI_binding_EnAcACP_unsat,a2,164.8695889904,C18_FabI_NADH_EnAcACP_unsat,C18_EnAcACP_unsat + FabI_NADH
k6_2r,9,koff_I_EnAcACP,C20_FabI_binding_EnAcACP,a2,164.8695889904,C20_FabI_NADH_EnAcACP,C20_EnAcACP + FabI_NADH
k6_2r,9,koff_I_EnAcACP,C20_FabI_binding_EnAcACP_unsat,a2,164.8695889904,C20_FabI_NADH_EnAcACP_unsat,C20_EnAcACP_unsat + FabI_NADH
k6_inh_f,,kon_I_ACP,FabI_inhibition_by_ACP,,0.00241,ACP + FabI,FabI_ACP
k6_inh_r,,koff_I_ACP,FabI_inhibition_by_ACP,,0.091574,FabI_ACP,ACP
k7_1f,1,C4_kon_T_AcACP,C4_TesA_binding_AcACP,1/exp(12*d1+d2),0.0016306583672193245,C4_AcACP + TesA,C4_TesA_AcACP
k7_1f,2,C6_kon_T_AcACP,C6_TesA_binding_AcACP,1/exp(12*d1+d2),0.0026243668176071473,C6_AcACP + TesA,C6_TesA_AcACP
k7_1f,3,C8_kon_T_AcACP,C8_TesA_binding_AcACP,1/exp(12*d1+d2),0.014556701915501086,C8_AcACP + TesA,C8_TesA_AcACP
k7_1f,4,C10_kon_T_AcACP,C10_TesA_binding_AcACP,1/exp(12*d1+d2),0.05215019659869781,C10_AcACP + TesA,C10_TesA_AcACP
k7_1f,5,C12_kon_T_AcACP,C12_TesA_binding_AcACP,1/exp((2*12-12)*d1+d2),0.10048207437128671,C12_AcACP + TesA,C12_TesA_AcACP
k7_1f,5,C12_kon_T_AcACP,C12_TesA_binding_AcACP_unsat,1/exp((2*12-12)*d1+d2),0.10048207437128671,C12_AcACP_unsat + TesA,C12_TesA_AcACP_unsat
k7_1f,6,C14_kon_T_AcACP,C14_TesA_binding_AcACP,1/exp((2*14-12)*d1+d2),0.17792816708253872,C14_AcACP + TesA,C14_TesA_AcACP
k7_1f,6,C14_kon_T_AcACP,C14_TesA_binding_AcACP_unsat,1/exp((2*14-12)*d1+d2),0.17792816708253872,C14_AcACP_unsat + TesA,C14_TesA_AcACP_unsat
k7_1f,7,C16_kon_T_AcACP,C16_TesA_binding_AcACP,1/exp((2*16-12)*d1+d2),0.3150654764985463,C16_AcACP + TesA,C16_TesA_AcACP
k7_1f,7,C16_kon_T_AcACP,C16_TesA_binding_AcACP_unsat,1/exp((2*16-12)*d1+d2),0.3150654764985463,C16_AcACP_unsat + TesA,C16_TesA_AcACP_unsat
k7_1f,8,C18_kon_T_AcACP,C18_TesA_binding_AcACP,1/exp((2*18-12)*d1+d2),0.557900731002347,C18_AcACP + TesA,C18_TesA_AcACP
k7_1f,8,C18_kon_T_AcACP,C18_TesA_binding_AcACP_unsat,1/exp((2*18-12)*d1+d2),0.557900731002347,C18_AcACP_unsat + TesA,C18_TesA_AcACP_unsat
k7_1f,9,C20_kon_T_AcACP,C20_TesA_binding_AcACP,1/exp((2*20-12)*d1+d2),0.9879001314648606,C20_AcACP + TesA,C20_TesA_AcACP
k7_1f,9,C20_kon_T_AcACP,C20_TesA_binding_AcACP_unsat,1/exp((2*20-12)*d1+d2),0.9879001314648606,C20_AcACP_unsat + TesA,C20_TesA_AcACP_unsat
k7_1r,1,koff_T_AcACP,C4_TesA_binding_AcACP,a3,0.0928041717631,C4_TesA_AcACP,C4_AcACP
k7_1r,2,koff_T_AcACP,C6_TesA_binding_AcACP,a3,0.0928041717631,C6_TesA_AcACP,C6_AcACP
k7_1r,3,koff_T_AcACP,C8_TesA_binding_AcACP,a3,0.0928041717631,C8_TesA_AcACP,C8_AcACP
k7_1r,4,koff_T_AcACP,C10_TesA_binding_AcACP,a3,0.0928041717631,C10_TesA_AcACP,C10_AcACP
k7_1r,5,koff_T_AcACP,C12_TesA_binding_AcACP,a3,0.0928041717631,C12_TesA_AcACP,C12_AcACP
k7_1r,5,koff_T_AcACP,C12_TesA_binding_AcACP_unsat,a3,0.0928041717631,C12_TesA_AcACP_unsat,C12_AcACP_unsat
k7_1r,6,koff_T_AcACP,C14_TesA_binding_AcACP,a3,0.0928041717631,C14_TesA_AcACP,C14_AcACP
k7_1r,6,koff_T_AcACP,C14_TesA_binding_AcACP_unsat,a3,0.0928041717631,C14_TesA_AcACP_unsat,C14_AcACP_unsat
k7_1r,7,koff_T_AcACP,C16_TesA_binding_AcACP,a3,0.0928041717631,C16_TesA_AcACP,C16_AcACP
k7_1r,7,koff_T_AcACP,C16_TesA_binding_AcACP_unsat,a3,0.0928041717631,C16_TesA_AcACP_unsat,C16_AcACP_unsat
k7_1r,8,koff_T_AcACP,C18_TesA_binding_AcACP,a3,0.0928041717631,C18_TesA_AcACP,C18_AcACP
k7_1r,8,koff_T_AcACP,C18_TesA_binding_AcACP_unsat,a3,0.0928041717631,C18_TesA_AcACP_unsat,C18_AcACP_unsat
k7_1r,9,koff_T_AcACP,C20_TesA_binding_AcACP,a3,0.0928041717631,C20_TesA_AcACP,C20_AcACP
k7_1r,9,koff_T_AcACP,C20_TesA_binding_AcACP_unsat,a3,0.0928041717631,C20_TesA_AcACP_unsat,C20_AcACP_unsat
k7_inh_f,,kon_T_ACP,TesA_inhibition_by_ACP,,0.00241,ACP + TesA,TesA_ACP
k7_inh_r,,koff_T_ACP,TesA_inhibition_by_ACP,,0.091574,TesA_ACP,ACP
k8_1f,1,kon_F_AcACP,C4_FabF_binding_AcACP,,11.7763992136,C4_AcACP + FabF,C4_FabF_AcACP
k8_1f,2,kon_F_AcACP,C6_FabF_binding_AcACP,,11.7763992136,C6_AcACP + FabF,C6_FabF_AcACP
k8_1f,3,kon_F_AcACP,C8_FabF_binding_AcACP,,11.7763992136,C8_AcACP + FabF,C8_FabF_AcACP
k8_1f,4,kon_F_AcACP,C10_FabF_binding_AcACP,,11.7763992136,C10_AcACP + FabF,C10_FabF_AcACP
k8_1f,5,kon_F_AcACP,C12_FabF_binding_AcACP,,11.7763992136,C12_AcACP + FabF,C12_FabF_AcACP
k8_1f,5,kon_F_AcACP,C12_FabF_binding_AcACP_unsat,,11.7763992136,C12_AcACP_unsat + FabF,C12_FabF_AcACP_unsat
k8_1f,6,kon_F_AcACP,C14_FabF_binding_AcACP,,11.7763992136,C14_AcACP + FabF,C14_FabF_AcACP
k8_1f,6,kon_F_AcACP,C14_FabF_binding_AcACP_unsat,,11.7763992136,C14_AcACP_unsat + FabF,C14_FabF_AcACP_unsat
k8_1f,7,kon_F_AcACP,C16_FabF_binding_AcACP,,11.7763992136,C16_AcACP + FabF,C16_FabF_AcACP
k8_1f,7,kon_F_AcACP,C16_FabF_binding_AcACP_unsat,,11.7763992136,C16_AcACP_unsat + FabF,C16_FabF_AcACP_unsat
k8_1f,8,kon_F_AcACP,C18_FabF_binding_AcACP,,11.7763992136,C18_AcACP + FabF,C18_FabF_AcACP
k8_1f,8,kon_F_AcACP,C18_FabF_binding_AcACP_unsat,,11.7763992136,C18_AcACP_unsat + FabF,C18_FabF_AcACP_unsat
k8_1r,1,koff_F_AcACP,C4_FabF_binding_AcACP,a2,164.8695889904,C4_FabF_AcACP,C4_AcACP
k8_1r,2,koff_F_AcACP,C6_FabF_binding_AcACP,a2,164.8695889904,C6_FabF_AcACP,C6_AcACP
k8_1r,3,koff_F_AcACP,C8_FabF_binding_AcACP,a2,164.8695889904,C8_FabF_AcACP,C8_AcACP
k8_1r,4,koff_F_AcACP,C10_FabF_binding_AcACP,a2,164.8695889904,C10_FabF_AcACP,C10_AcACP
k8_1r,5,koff_F_AcACP,C12_FabF_binding_AcACP,a2,164.8695889904,C12_FabF_AcACP,C12_AcACP
k8_1r,5,koff_F_AcACP,C12_FabF_binding_AcACP_unsat,a2,164.8695889904,C12_FabF_AcACP_unsat,C12_AcACP_unsat
k8_1r,6,koff_F_AcACP,C14_FabF_binding_AcACP,a2,164.8695889904,C14_FabF_AcACP,C14_AcACP
k8_1r,6,koff_F_AcACP,C14_FabF_binding_AcACP_unsat,a2,164.8695889904,C14_FabF_AcACP_unsat,C14_AcACP_unsat
k8_1r,7,koff_F_AcACP,C16_FabF_binding_AcACP,a2,164.8695889904,C16_FabF_AcACP,C16_AcACP
k8_1r,7,koff_F_AcACP,C16_FabF_binding_AcACP_unsat,a2,164.8695889904,C16_FabF_AcACP_unsat,C16_AcACP_unsat
k8_1r,8,koff_F_AcACP,C18_FabF_binding_AcACP,a2,164.8695889904,C18_FabF_AcACP,C18_AcACP
k8_1r,8,koff_F_AcACP,C18_FabF_binding_AcACP_unsat,a2,164.8695889904,C18_FabF_AcACP_unsat,C18_AcACP_unsat
k8_2f,1,kfwd_F_AcACP,C4_FabF_activation_release_ACP,(b1/b3),1411.1030972777992,C4_FabF_AcACP,ACP + C4_FabF_Act
k8_2f,2,kfwd_F_AcACP,C6_FabF_activation_release_ACP,(b1/b3),1411.1030972777992,C6_FabF_AcACP,ACP + C6_FabF_Act
k8_2f,3,kfwd_F_AcACP,C8_FabF_activation_release_ACP,(b1/b3),1411.1030972777992,C8_FabF_AcACP,ACP + C8_FabF_Act
k8_2f,4,kfwd_F_AcACP,C10_FabF_activation_release_ACP,(b1/b3),1411.1030972777992,C10_FabF_AcACP,ACP + C10_FabF_Act
k8_2f,5,kfwd_F_AcACP,C12_FabF_activation_release_ACP,(b1/b3),1411.1030972777992,C12_FabF_AcACP,ACP + C12_FabF_Act
k8_2f,5,kfwd_F_AcACP,C12_FabF_activation_release_ACP_unsat,(b1/b3),1411.1030972777992,C12_FabF_AcACP_unsat,ACP + C12_FabF_Act_unsat
k8_2f,6,kfwd_F_AcACP,C14_FabF_activation_release_ACP,(b1/b3),1411.1030972777992,C14_FabF_AcACP,ACP + C14_FabF_Act
k8_2f,6,kfwd_F_AcACP,C14_FabF_activation_release_ACP_unsat,(b1/b3),1411.1030972777992,C14_FabF_AcACP_unsat,ACP + C14_FabF_Act_unsat
k8_2f,7,kfwd_F_AcACP,C16_FabF_activation_release_ACP,(b1/b3),1411.1030972777992,C16_FabF_AcACP,ACP + C16_FabF_Act
k8_2f,7,kfwd_F_AcACP,C16_FabF_activation_release_ACP_unsat,(b1/b3),1411.1030972777992,C16_FabF_AcACP_unsat,ACP + C16_FabF_Act_unsat
k8_2f,8,kfwd_F_AcACP,C18_FabF_activation_release_ACP,(b1/b3),1411.1030972777992,C18_FabF_AcACP,ACP + C18_FabF_Act
k8_2f,8,kfwd_F_AcACP,C18_FabF_activation_release_ACP_unsat,(b1/b3),1411.1030972777992,C18_FabF_AcACP_unsat,ACP + C18_FabF_Act_unsat
k8_2r,1,krvs_F_AcACP,C4_FabF_activation_release_ACP,b1,402.13929190000005,ACP + C4_FabF_Act,C4_FabF_AcACP
k8_2r,2,krvs_F_AcACP,C6_FabF_activation_release_ACP,b1,402.13929190000005,ACP + C6_FabF_Act,C6_FabF_AcACP
k8_2r,3,krvs_F_AcACP,C8_FabF_activation_release_ACP,b1,402.13929190000005,ACP + C8_FabF_Act,C8_FabF_AcACP
k8_2r,4,krvs_F_AcACP,C10_FabF_activation_release_ACP,b1,402.13929190000005,ACP + C10_FabF_Act,C10_FabF_AcACP
k8_2r,5,krvs_F_AcACP,C12_FabF_activation_release_ACP,b1,402.13929190000005,ACP + C12_FabF_Act,C12_FabF_AcACP
k8_2r,5,krvs_F_AcACP,C12_FabF_activation_release_ACP_unsat,b1,402.13929190000005,ACP + C12_FabF_Act_unsat,C12_FabF_AcACP_unsat
k8_2r,6,krvs_F_AcACP,C14_FabF_activation_release_ACP,b1,402.13929190000005,ACP + C14_FabF_Act,C14_FabF_AcACP
k8_2r,6,krvs_F_AcACP,C14_FabF_activation_release_ACP_unsat,b1,402.13929190000005,ACP + C14_FabF_Act_unsat,C14_FabF_AcACP_unsat
k8_2r,7,krvs_F_AcACP,C16_FabF_activation_release_ACP,b1,402.13929190000005,ACP + C16_FabF_Act,C16_FabF_AcACP
k8_2r,7,krvs_F_AcACP,C16_FabF_activation_release_ACP_unsat,b1,402.13929190000005,ACP + C16_FabF_Act_unsat,C16_FabF_AcACP_unsat
k8_2r,8,krvs_F_AcACP,C18_FabF_activation_release_ACP,b1,402.13929190000005,ACP + C18_FabF_Act,C18_FabF_AcACP
k8_2r,8,krvs_F_AcACP,C18_FabF_activation_release_ACP_unsat,b1,402.13929190000005,ACP + C18_FabF_Act_unsat,C18_FabF_AcACP_unsat
k8_3f,1,kon_F_Act_MalACP,C4_FabF_Act_binding_MalACP,,20.106047437853658,C3_MalACP + C4_FabF_Act,C7_FabF_Act_MalACP
k8_3f,2,kon_F_Act_MalACP,C6_FabF_Act_binding_MalACP,,20.106047437853658,C3_MalACP + C6_FabF_Act,C9_FabF_Act_MalACP
k8_3f,3,kon_F_Act_MalACP,C8_FabF_Act_binding_MalACP,,20.106047437853658,C3_MalACP + C8_FabF_Act,C11_FabF_Act_MalACP
k8_3f,4,kon_F_Act_MalACP,C10_FabF_Act_binding_MalACP,,20.106047437853658,C10_FabF_Act + C3_MalACP,C13_FabF_Act_MalACP
k8_3f,5,kon_F_Act_MalACP,C12_FabF_Act_binding_MalACP,,20.106047437853658,C12_FabF_Act + C3_MalACP,C15_FabF_Act_MalACP
k8_3f,5,kon_F_Act_MalACP,C12_FabF_Act_binding_MalACP_unsat,,20.106047437853658,C12_FabF_Act_unsat + C3_MalACP,C15_FabF_Act_MalACP_unsat
k8_3f,6,kon_F_Act_MalACP,C14_FabF_Act_binding_MalACP,,20.106047437853658,C14_FabF_Act + C3_MalACP,C17_FabF_Act_MalACP
k8_3f,6,kon_F_Act_MalACP,C14_FabF_Act_binding_MalACP_unsat,,20.106047437853658,C14_FabF_Act_unsat + C3_MalACP,C17_FabF_Act_MalACP_unsat
k8_3f,7,kon_F_Act_MalACP,C16_FabF_Act_binding_MalACP,,20.106047437853658,C16_FabF_Act + C3_MalACP,C19_FabF_Act_MalACP
k8_3f,7,kon_F_Act_MalACP,C16_FabF_Act_binding_MalACP_unsat,,20.106047437853658,C16_FabF_Act_unsat + C3_MalACP,C19_FabF_Act_MalACP_unsat
k8_3f,8,kon_F_Act_MalACP,C18_FabF_Act_binding_MalACP,,20.106047437853658,C18_FabF_Act + C3_MalACP,C21_FabF_Act_MalACP
k8_3f,8,kon_F_Act_MalACP,C18_FabF_Act_binding_MalACP_unsat,,20.106047437853658,C18_FabF_Act_unsat + C3_MalACP,C21_FabF_Act_MalACP_unsat
k8_3r,1,koff_F_Act_MalACP,C4_FabF_Act_binding_MalACP,a2,164.8695889904,C7_FabF_Act_MalACP,C3_MalACP + C4_FabF_Act
k8_3r,2,koff_F_Act_MalACP,C6_FabF_Act_binding_MalACP,a2,164.8695889904,C9_FabF_Act_MalACP,C3_MalACP + C6_FabF_Act
k8_3r,3,koff_F_Act_MalACP,C8_FabF_Act_binding_MalACP,a2,164.8695889904,C11_FabF_Act_MalACP,C3_MalACP + C8_FabF_Act
k8_3r,4,koff_F_Act_MalACP,C10_FabF_Act_binding_MalACP,a2,164.8695889904,C13_FabF_Act_MalACP,C10_FabF_Act + C3_MalACP
k8_3r,5,koff_F_Act_MalACP,C12_FabF_Act_binding_MalACP,a2,164.8695889904,C15_FabF_Act_MalACP,C12_FabF_Act + C3_MalACP
k8_3r,5,koff_F_Act_MalACP,C12_FabF_Act_binding_MalACP_unsat,a2,164.8695889904,C15_FabF_Act_MalACP_unsat,C12_FabF_Act_unsat + C3_MalACP
k8_3r,6,koff_F_Act_MalACP,C14_FabF_Act_binding_MalACP,a2,164.8695889904,C17_FabF_Act_MalACP,C14_FabF_Act + C3_MalACP
k8_3r,6,koff_F_Act_MalACP,C14_FabF_Act_binding_MalACP_unsat,a2,164.8695889904,C17_FabF_Act_MalACP_unsat,C14_FabF_Act_unsat + C3_MalACP
k8_3r,7,koff_F_Act_MalACP,C16_FabF_Act_binding_MalACP,a2,164.8695889904,C19_FabF_Act_MalACP,C16_FabF_Act + C3_MalACP
k8_3r,7,koff_F_Act_MalACP,C16_FabF_Act_binding_MalACP_unsat,a2,164.8695889904,C19_FabF_Act_MalACP_unsat,C16_FabF_Act_unsat + C3_MalACP
k8_3r,8,koff_F_Act_MalACP,C18_FabF_Act_binding_MalACP,a2,164.8695889904,C21_FabF_Act_MalACP,C18_FabF_Act + C3_MalACP
k8_3r,8,koff_F_Act_MalACP,C18_FabF_Act_binding_MalACP_unsat,a2,164.8695889904,C21_FabF_Act_MalACP_unsat,C18_FabF_Act_unsat + C3_MalACP
k8_6f,,C2_kon_F_Act_MalACP,C2_FabF_Act_binding_MalACP,,618.3359613,C2_FabF_Act + C3_MalACP,C5_FabF_Act_MalACP
k8_6r,,C2_koff_F_Act_MalACP,C2_FabF_Act_binding_MalACP,,3091.679806,C5_FabF_Act_MalACP,C2_FabF_Act + C3_MalACP
k8_7f,,kon_F_MalACP,FabF_binding_MalACP,,284.9474476,C3_MalACP + FabF,C3_FabF_MalACP
k8_7r,,koff_F_MalACP,FabF_binding_MalACP,,11397.8979,C3_FabF_MalACP,C3_MalACP
k8_8f,,kon_F_C2_AcACP,FabF_binding_C2_AcACP,,284.9474476,C2_AcACP + FabF,C2_FabF_AcACP
k8_8r,,koff_F_C2_AcACP,FabF_binding_C2_AcACP,x3,393195.4484310902,C2_FabF_AcACP,C2_AcACP
k8_9f,,kfwd_F_C2_AcACP,C2_FabF_AcACP_activation,,1411.103097,C2_FabF_AcACP,ACP + C2_FabF_Act
k8_9r,,krvs_F_C2_AcACP,C2_FabF_AcACP_activation,,402.139291,ACP + C2_FabF_Act,C2_FabF_AcACP
k8_inh_f,,kon_F_ACP,FabF_inhibition_by_ACP,e,0.00695672449193,ACP + FabF,FabF_ACP
k8_inh_r,,koff_F_ACP,FabF_inhibition_by_ACP,,0.091574,FabF_ACP,ACP
k9_1f,1,C4_kon_A_BHyAcACP,C4_FabA_binding_BHyAcACP,,0.24936525334798,C4_BHyAcACP + FabA,C4_FabA_BHyAcACP
k9_1f,2,C6_kon_A_BHyAcACP,C6_FabA_binding_BHyAcACP,,0.9480001366948,C6_BHyAcACP + FabA,C6_FabA_BHyAcACP
k9_1f,3,C8_kon_A_BHyAcACP,C8_FabA_binding_BHyAcACP,,2.1109195590378,C8_BHyAcACP + FabA,C8_FabA_BHyAcACP
k9_1f,4,C10_kon_A_BHyAcACP,C10_FabA_binding_BHyAcACP,,2.9440998034,C10_BHyAcACP + FabA,C10_FabA_BHyAcACP
k9_1f,5,C12_kon_A_BHyAcACP,C12_FabA_binding_BHyAcACP,,2.2110189523534,C12_BHyAcACP + FabA,C12_FabA_BHyAcACP
k9_1f,6,C14_kon_A_BHyAcACP,C14_FabA_binding_BHyAcACP,,0.24936525334798,C14_BHyAcACP + FabA,C14_FabA_BHyAcACP
k9_1f,7,C16_kon_A_BHyAcACP,C16_FabA_binding_BHyAcACP,,0.10981492266682,C16_BHyAcACP + FabA,C16_FabA_BHyAcACP
k9_1f,8,C18_kon_A_BHyAcACP,C18_FabA_binding_BHyAcACP,,0.10981492266682,C18_BHyAcACP + FabA,C18_FabA_BHyAcACP
k9_1f,9,C20_kon_A_BHyAcACP,C20_FabA_binding_BHyAcACP,,0.10981492266682,C20_BHyAcACP + FabA,C20_FabA_BHyAcACP
k9_1f_un,5,C12_kon_A_BHyAcACP_unsat,C12_FabA_binding_BHyAcACP_unsat,,0.0791544784942517,C12_BHyAcACP_unsat + FabA,C12_FabA_BHyAcACP_unsat
k9_1f_un,6,C14_kon_A_BHyAcACP_unsat,C14_FabA_binding_BHyAcACP_unsat,,0.00892727606985768,C14_BHyAcACP_unsat + FabA,C14_FabA_BHyAcACP_unsat
k9_1f_un,7,C16_kon_A_BHyAcACP_unsat,C16_FabA_binding_BHyAcACP_unsat,,0.00393137423147216,C16_BHyAcACP_unsat + FabA,C16_FabA_BHyAcACP_unsat
k9_1f_un,8,C18_kon_A_BHyAcACP_unsat,C18_FabA_binding_BHyAcACP_unsat,,0.00393137423147216,C18_BHyAcACP_unsat + FabA,C18_FabA_BHyAcACP_unsat
k9_1f_un,9,C20_kon_A_BHyAcACP_unsat,C20_FabA_binding_BHyAcACP_unsat,,0.00393137423147216,C20_BHyAcACP_unsat + FabA,C20_FabA_BHyAcACP_unsat
k9_1r,1,koff_A_BHyAcACP,C4_FabA_binding_BHyAcACP,a2,164.8695889904,C4_FabA_BHyAcACP,C4_BHyAcACP
k9_1r,2,koff_A_BHyAcACP,C6_FabA_binding_BHyAcACP,a2,164.8695889904,C6_FabA_BHyAcACP,C6_BHyAcACP
k9_1r,3,koff_A_BHyAcACP,C8_FabA_binding_BHyAcACP,a2,164.8695889904,C8_FabA_BHyAcACP,C8_BHyAcACP
k9_1r,4,koff_A_BHyAcACP,C10_FabA_binding_BHyAcACP,a2,164.8695889904,C10_FabA_BHyAcACP,C10_BHyAcACP
k9_1r,5,koff_A_BHyAcACP,C12_FabA_binding_BHyAcACP,a2,164.8695889904,C12_FabA_BHyAcACP,C12_BHyAcACP
k9_1r,6,koff_A_BHyAcACP,C14_FabA_binding_BHyAcACP,a2,164.8695889904,C14_FabA_BHyAcACP,C14_BHyAcACP
k9_1r,7,koff_A_BHyAcACP,C16_FabA_binding_BHyAcACP,a2,164.8695889904,C16_FabA_BHyAcACP,C16_BHyAcACP
k9_1r,8,koff_A_BHyAcACP,C18_FabA_binding_BHyAcACP,a2,164.8695889904,C18_FabA_BHyAcACP,C18_BHyAcACP
k9_1r,9,koff_A_BHyAcACP,C20_FabA_binding_BHyAcACP,a2,164.8695889904,C20_FabA_BHyAcACP,C20_BHyAcACP
k9_1r_un,5,koff_A_BHyAcACP,C12_FabA_binding_BHyAcACP_unsat,a2,164.8695889904,C12_FabA_BHyAcACP_unsat,C12_BHyAcACP_unsat
k9_1r_un,6,koff_A_BHyAcACP,C14_FabA_binding_BHyAcACP_unsat,a2,164.8695889904,C14_FabA_BHyAcACP_unsat,C14_BHyAcACP_unsat
k9_1r_un,7,koff_A_BHyAcACP,C16_FabA_binding_BHyAcACP_unsat,a2,164.8695889904,C16_FabA_BHyAcACP_unsat,C16_BHyAcACP_unsat
k9_1r_un,8,koff_A_BHyAcACP,C18_FabA_binding_BHyAcACP_unsat,a2,164.8695889904,C18_FabA_BHyAcACP_unsat,C18_BHyAcACP_unsat
k9_1r_un,9,koff_A_BHyAcACP,C20_FabA_binding_BHyAcACP_unsat,a2,164.8695889904,C20_FabA_BHyAcACP_unsat,C20_BHyAcACP_unsat
k9_2r,1,krvs_A_dehyd,C4_FabA_dehydration,c2,96.8849266856,C4_FabA_EnAcACP,C4_FabA_BHyAcACP
k9_2r,2,krvs_A_dehyd,C6_FabA_dehydration,c2,96.8849266856,C6_FabA_EnAcACP,C6_FabA_BHyAcACP
k9_2r,3,krvs_A_dehyd,C8_FabA_dehydration,c2,96.8849266856,C8_FabA_EnAcACP,C8_FabA_BHyAcACP
k9_2r,4,krvs_A_dehyd,C10_FabA_dehydration,c2,96.8849266856,C10_FabA_EnAcACP,C10_FabA_BHyAcACP
k9_2r,5,krvs_A_dehyd,C12_FabA_dehydration,c2,96.8849266856,C12_FabA_EnAcACP,C12_FabA_BHyAcACP
k9_2r,5,krvs_A_dehyd,C12_FabA_dehydration_unsat,c2,96.8849266856,C12_FabA_EnAcACP_unsat,C12_FabA_BHyAcACP_unsat
k9_2r,6,krvs_A_dehyd,C14_FabA_dehydration,c2,96.8849266856,C14_FabA_EnAcACP,C14_FabA_BHyAcACP
k9_2r,6,krvs_A_dehyd,C14_FabA_dehydration_unsat,c2,96.8849266856,C14_FabA_EnAcACP_unsat,C14_FabA_BHyAcACP_unsat
k9_2r,7,krvs_A_dehyd,C16_FabA_dehydration,c2,96.8849266856,C16_FabA_EnAcACP,C16_FabA_BHyAcACP
k9_2r,7,krvs_A_dehyd,C16_FabA_dehydration_unsat,c2,96.8849266856,C16_FabA_EnAcACP_unsat,C16_FabA_BHyAcACP_unsat
k9_2r,8,krvs_A_dehyd,C18_FabA_dehydration,c2,96.8849266856,C18_FabA_EnAcACP,C18_FabA_BHyAcACP
k9_2r,8,krvs_A_dehyd,C18_FabA_dehydration_unsat,c2,96.8849266856,C18_FabA_EnAcACP_unsat,C18_FabA_BHyAcACP_unsat
k9_2r,9,krvs_A_dehyd,C20_FabA_dehydration,c2,96.8849266856,C20_FabA_EnAcACP,C20_FabA_BHyAcACP
k9_2r,9,krvs_A_dehyd,C20_FabA_dehydration_unsat,c2,96.8849266856,C20_FabA_EnAcACP_unsat,C20_FabA_BHyAcACP_unsat
k9_2r_un,4,krvs_A_dehyd,C10_cis_FabA_dehydration,c2,96.8849266856,C10_FabA_cis3EnAcACP,C10_FabA_EnAcACP
k9_3f,1,koff_A_EnAcACP,C4_FabA_release_EnAcACP,a2,164.8695889904,C4_FabA_EnAcACP,C4_EnAcACP
k9_3f,2,koff_A_EnAcACP,C6_FabA_release_EnAcACP,a2,164.8695889904,C6_FabA_EnAcACP,C6_EnAcACP
k9_3f,3,koff_A_EnAcACP,C8_FabA_release_EnAcACP,a2,164.8695889904,C8_FabA_EnAcACP,C8_EnAcACP
k9_3f,4,koff_A_EnAcACP,C10_FabA_release_EnAcACP,a2,164.8695889904,C10_FabA_EnAcACP,C10_EnAcACP
k9_3f,5,koff_A_EnAcACP,C12_FabA_release_EnAcACP,a2,164.8695889904,C12_FabA_EnAcACP,C12_EnAcACP
k9_3f,5,koff_A_EnAcACP,C12_FabA_release_EnAcACP_unsat,a2,164.8695889904,C12_FabA_EnAcACP_unsat,C12_EnAcACP_unsat
k9_3f,6,koff_A_EnAcACP,C14_FabA_release_EnAcACP,a2,164.8695889904,C14_FabA_EnAcACP,C14_EnAcACP
