FabD (uM),FabH (uM),FabG (uM),FabZ (uM),FabI (uM),TesA (uM),FabF (uM),FabA (uM),FabB (uM),C3_MalCoA (uM),ACP (uM),C2_AcCoA (uM),C4_FA (uM),C6_FA (uM),C8_FA (uM),C4_FA (uM)_sigma,C6_FA (uM)_sigma,C8_FA (uM)_sigma
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,500.0,10.0,500.0,0.16094497986599063,0.1908015959314346,53.84462907709751,0.02786872963163426,0.0364416944405614,5.680324353941999
1.0,0.1,1.0,1.0,1.0,10.0,1.0,1.0,1.0,500.0,10.0,500.0,0.03759950739928035,0.07631931750932236,20.552691045564664,0.01460542719902571,0.01683182869742149,2.4674517982444932
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,500.0,1.0,500.0,0.009580955980190427,0.016151569225418445,12.130020658467387,0.011241530818691711,0.01184825649209495,1.2830214519289684
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,50.0,10.0,500.0,0.5945401164818689,0.5765047926556222,13.565974151912453,0.06932104299727063,0.08154873048948312,1.3096654514495643
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,0.1,500.0,10.0,500.0,0.17266929230797598,0.2983362642000973,49.20157301810711,0.02694593493607428,0.03506303436590915,5.513902075542986
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,500.0,10.0,500.0,0.02010273021253045,0.015244357832838394,21.319208420745486,0.01025066729234084,0.01037549557556212,1.8968266181993994
1.0,1.0,1.0,1.0,1.0,10.0,0.1,1.0,1.0,500.0,10.0,500.0,1.2065154403586358,1.7047649984657967,67.39372010535521,0.14319327402544038,0.2006944865991361,5.497310309103832
