Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C12_FA_unsat (uM)
4.666462882521695,0.00029026801712503587,7.5273449382686e-05,5.534608808648138e-05,5.404891246177648e-07,6.561025408142965e-07,7.368273328098012e-08
8.96424051591889,0.0015702535664746929,0.0010549522717393687,0.0027655631157924685,0.00011366113044843564,0.0008708944955821184,0.00014469855335725527
14.771760333224153,0.004217193171042787,0.004614586849233342,0.024006089991504824,0.002257722345252862,0.041565900889555196,0.009903759040616529
21.24143028641332,0.007039719059279935,0.009664441361239964,0.07059851880750323,0.011009479389174622,0.31596087244644855,0.09766139195529755
27.302094523235716,0.008918854781952586,0.013429332270574293,0.11311885813056055,0.02403688882989051,0.9162852957841358,0.3377798578793895
37.03881899255739,0.010786143041831776,0.017061216134593722,0.15549582230289113,0.04523444309188757,2.3525789663194194,1.0824505052059508
52.01825167242692,0.013270968296015644,0.020847081028758895,0.19082156978602016,0.06928066878947677,4.377124567801373,2.5266573422212746
75.19710701958223,0.018646436656205686,0.028720845805750753,0.2597555562038038,0.1023067693097382,6.464224354837365,4.14895516890913
101.69907002458837,0.025429960031334894,0.03897744639249197,0.3534961903460698,0.14940452398367554,8.68685943060248,5.476620929280239
150.0,0.038499032661770634,0.05854761203639408,0.528686982687461,0.24655586464437823,12.239137236115639,7.224739471407549
