Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM)
5.77244951358798,0.0005273672901584171,0.0001946643220644513,0.0002280516413863994,8.926767207666353e-06,2.116343536521013e-05
10.661627927967519,0.002289253939509386,0.0018652565957069248,0.0063789158195669505,0.0008655738030299817,0.00935386815221055
18.547258386991473,0.005992965505487084,0.007675972091011254,0.05034905349421319,0.01522829899041757,0.3731562251988275
25.793281098866046,0.008574771457298456,0.01267073957663266,0.10323927226358472,0.044870144988983354,1.6538205626407088
30.412225911696115,0.009691789641627731,0.014867953159638533,0.12842351963915605,0.06477401220277013,2.9120224959942824
37.31767529233863,0.011002615673038089,0.017211092076325044,0.15403049856643683,0.09015231423833876,4.981099745464614
45.53805347119352,0.012566424150582116,0.01958823549681043,0.1761950259511869,0.11356778957036348,7.121879887506751
59.38893942344216,0.015910609941002993,0.02444554246929788,0.21814503537574417,0.14828343094151716,9.706516069674793
79.40630942804222,0.021452371887813456,0.032826517579362544,0.29461447970534343,0.2063078199839012,12.827838717256785
102.81947397663032,0.02809200840242252,0.04285488162554376,0.3861270352520962,0.2789911297836024,16.099969689322062
150.0,0.04226414310003611,0.06411399022087237,0.5763003502475923,0.4282513438416214,21.218070569050752
