Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C16_FA (uM),C12_FA_unsat (uM),C14_FA_unsat (uM),C16_FA_unsat (uM)
4.861056244822026,0.0003266985542259578,9.098195190825943e-05,7.346257623680088e-05,7.963856797893288e-07,4.400413121667983e-07,3.203959879875416e-09,2.118248756884418e-11,5.115332092748368e-08,2.0979439285772318e-10,1.1560453127827956e-12
9.46336072262295,0.0017719465488175354,0.0012673978296939953,0.003620428335922933,0.0001643465729147874,0.00043695427359697974,2.094039997682108e-05,8.685101202409393e-07,7.778578229481819e-05,2.0188283724315536e-06,6.561475479450073e-08
14.08822483172167,0.003897112839968618,0.004112063637452972,0.020292764851210343,0.0017791627530742444,0.00893346105522728,0.0010055202541626495,8.639317721599645e-05,0.0021328147078096315,0.0001309988691981886,8.760554059976388e-06
18.771988597699934,0.006093908080120574,0.007880521145365216,0.0525884592731936,0.00698022331995826,0.04876504870870743,0.00925707761223295,0.0011971862684316604,0.014351828570498383,0.001510360104788991,0.0001527482114955231
26.821580596217753,0.009013514732746012,0.013711680206339331,0.11783261882610892,0.02494095423227931,0.22936317164786763,0.0792885996060711,0.016850740848986176,0.08641699604669706,0.017077943564857322,0.002883530734741595
38.06845783443765,0.011270482670541041,0.018408020977347953,0.17688331091926862,0.055214796111093506,0.5842412298478376,0.3593158558639739,0.1331192388649468,0.27665321007210125,0.10169857403024318,0.03058186086556456
48.80724961901631,0.01260081545997232,0.020771606235626894,0.2029679891588285,0.07726003589746892,0.8469390191642309,0.7620123460963304,0.4103568344153651,0.4656768597195708,0.2632305028240149,0.11630423194798792
69.97214044414751,0.015463666843788054,0.024936278860649346,0.23919711595672255,0.1037445315088658,1.1353823643019272,1.5368317011766683,1.2137781884011163,0.7153168687005067,0.6967897100629826,0.46088006122525815
94.82137254202974,0.020039462604990673,0.03158991202470651,0.2971312133064425,0.13125626212208158,1.4228856750866783,2.231426738730527,2.036579919022272,0.9014969021525161,1.1874879773966642,0.9455755054226256
149.6424630692308,0.03204755712122919,0.04945344243629531,0.4559616817054106,0.2132000476234117,2.2507021739094997,3.6010252517471164,3.196517971336834,1.3072235559947574,2.0513053953785416,1.7178757292173459
