Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C16_FA (uM),C18_FA (uM)
5.741116865436533,0.0005196677084385697,0.00019020198775831126,0.00022032962426912116,8.513057714856338e-06,7.306716588224894e-06,8.853698097802661e-08,7.0235921645813e-10,3.164110064578086e-13
11.707960877984238,0.0027708708585161093,0.0024827055346574372,0.009697974802954068,0.001536688453051142,0.005904694863944882,0.0004540737966550682,2.2554304584382165e-05,5.90310003616773e-08
19.88871141651893,0.0066780080940870385,0.008985185583829335,0.06356610261608767,0.02100143876224713,0.15731764248087718,0.03298944003389036,0.003825120932575634,2.2406750034170387e-05
27.487035766733374,0.00940809438024123,0.014508669930595797,0.12678954610811677,0.05934156708658028,0.5629597041720372,0.20603485912221572,0.03970197907321432,0.0003832176210014026
33.409912770829806,0.010799603210295336,0.017392245857628528,0.16261715106465616,0.0904196087452883,0.9334527627400169,0.4796765915750176,0.1320833536744211,0.0018337526553202756
40.12172577047716,0.011937624170871122,0.01958039440655373,0.18859625716559772,0.11929841999517024,1.2868698818739914,0.9036237138704548,0.34607177440022935,0.006807791438609745
48.88414840982629,0.013215139340916544,0.021688793801618242,0.2101056283800444,0.14633953591976231,1.603491426058521,1.5292156472037974,0.793253262273359,0.021698451521249447
61.74906575097299,0.01530073217398026,0.024736314230992137,0.23671685243029475,0.17406177751339522,1.89696291517793,2.3880066712026906,1.6131873760291946,0.059467688106678726
84.19341774431741,0.019920580247312383,0.031456349072226324,0.29513195270529163,0.21920328431406932,2.36523385914987,3.586946029421935,2.924730939330099,0.13769553919450592
112.48097301166803,0.02666338144028987,0.041485745174755506,0.38456047730102,0.286715435204932,3.064243092038023,4.882951325369809,4.124576508924214,0.21226682990158277
150.0,0.03631076091045378,0.055873879765110684,0.5122952582166813,0.38525792526564234,4.026945518163786,6.447268387019854,5.2403450568468335,0.2687847059438306
