Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C16_FA (uM),C12_FA_unsat (uM),C14_FA_unsat (uM),C16_FA_unsat (uM)
5.76502394519566,0.0005255101626937377,0.00019358173243616292,0.00022616925383696623,3.7090440149739987e-06,3.26124026020962e-06,4.05988062281035e-08,4.496056970478308e-10,4.1635146180374856e-07,2.866561966417494e-09,2.5685080286843483e-11
11.974164380748848,0.002886412093994568,0.0026372560197361044,0.010593323363994156,0.0007195937759866713,0.0028597422939212417,0.0002320433328596908,1.525641436697666e-05,0.0006052721675335827,2.6656308445509795e-05,1.3649900750878603e-06
19.017783149411876,0.0062017891560672625,0.008081786022637287,0.054566198328890925,0.007373596404594096,0.052165126022652185,0.010127601471175104,0.00133300995864767,0.015495860360739926,0.0016693247920615438,0.00017188680651428542
26.748802469709993,0.008992917176786257,0.013668432258568671,0.11729923333919495,0.024745173271520704,0.22720689367807667,0.07819034984758301,0.016550289900500663,0.08544904163494439,0.016806002998320087,0.002825721541556325
33.04974305731517,0.010452652074393956,0.016744446467508677,0.15610640087990485,0.0421515900591102,0.42746032119638705,0.20871213744842526,0.061461874455163795,0.18479825986690432,0.05285960430746085,0.01253011368849716
40.705752019823116,0.011628486946357514,0.019094466039787514,0.18503955872710742,0.0614145375681501,0.6590445471633221,0.4510364543559208,0.18590451376286843,0.32553403358333066,0.13465022444959407,0.04519898261377722
50.11347408533674,0.012753475753489691,0.021011763851705365,0.20527282055335266,0.0793985690035904,0.8715804281392155,0.8137767854691462,0.4539922424712692,0.4860594331133878,0.2871371902124486,0.131560504678216
63.29790561096449,0.014448804646987118,0.023492005946562505,0.22698356258912097,0.09663613381371171,1.0610205150827667,1.3129821592075872,0.9533151636434496,0.6528169079314005,0.5550472213599774,0.33480997140734875
81.99811588253401,0.017549702252751122,0.027939904894875148,0.2650356376051074,0.11638156551069628,1.2670122144765668,1.8929739223443183,1.645643439464841,0.8092479632191738,0.9437013062135318,0.6997453674346934
108.5641711645599,0.022891116030202434,0.035818322489398875,0.33474408279759216,0.14935775908752738,1.6115227644956056,2.5768480976707493,2.387497172844468,1.0020900975587124,1.4277814147771077,1.182459377975417
150.0,0.03213072759341449,0.04957718202790512,0.4570559186848755,0.2138010088475004,2.2565183857716944,3.6098626701190124,3.2025253036592924,1.309791172106486,2.056186877492313,1.721571238119668
