Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C16_FA (uM),C18_FA (uM),C20_FA (uM),C12_FA_unsat (uM),C14_FA_unsat (uM),C16_FA_unsat (uM),C18_FA_unsat (uM),C20_FA_unsat (uM)
4.812881921514848,0.00031746616201595363,8.690094941999382e-05,6.85967029138932e-05,7.250958201342729e-07,3.8934209697103153e-07,2.7329094729176845e-09,1.2399689630106362e-11,2.692746897874056e-15,4.28172930340821e-19,4.501728674519183e-08,1.7780669944827098e-10,5.484787933112715e-13,5.979345812134369e-16,5.62633674899582e-19
9.639788460523587,0.0018451127304340753,0.0013474527939305414,0.003960799838332222,0.00018588012607360748,0.0005114775920286835,2.5610303419931592e-05,8.57544821404092e-07,1.2964301657458252e-09,1.0911928654259234e-12,9.228314749387155e-05,2.5021046933251977e-06,4.949698767192063e-08,3.581989613695622e-10,1.7883908934836867e-12
17.17720042587165,0.00537124563033167,0.006568098092180191,0.04027678516027351,0.004722094194352338,0.03011186267989158,0.004891840209075016,0.0004730038286806975,2.1110798821937042e-06,4.9775815888000926e-09,0.008313148655768576,0.0007444493294124633,4.2006747951685996e-05,9.520003909426313e-07,1.383485796145026e-08
22.213848787227775,0.007502531807947176,0.010604436286052631,0.08117527034759309,0.013515152415484746,0.10942722123710559,0.027650440737834615,0.0038908714129395816,2.5580926434436956e-05,8.717002091505643e-08,0.03626355074376024,0.005145481986092135,0.0004237412606299554,1.465252264920463e-05,3.1851950217197576e-07
28.332736422904325,0.009420247374266343,0.014568751503648291,0.12851258075526145,0.02907796106208001,0.27555962569875,0.10430126119076882,0.021243476586504335,0.0002042888281516039,9.966482032884577e-07,0.10769540908036251,0.023440062192367304,0.0027621861111670736,0.00014297004752877445,4.634571371681023e-06
36.06682715047092,0.01097311481661481,0.017815923826316804,0.16963515748762312,0.05023222142350242,0.5242293062238564,0.2953244457348886,0.08996210638517799,0.0013190965080123907,9.56309771463829e-06,0.23989386131838644,0.0801054101501749,0.01374168919079361,0.0010868100839246772,5.4143236263961804e-05
45.190530122513735,0.01218375761719978,0.02008941156513925,0.19615072505545827,0.07090027737685181,0.7727338482097735,0.6210645172062917,0.27274278821768067,0.0059645051428355265,6.34142818563862e-05,0.40697433102955044,0.20168380170917394,0.04885559291063827,0.005703705859480287,0.0004204793361473091
56.985170261578986,0.013594447564417467,0.022277936447570465,0.21681766733933625,0.0894274806629695,0.9843965692334717,1.0847727833296665,0.6489548115253182,0.02014510554240008,0.0003034179846495499,0.5838957657617317,0.42374600034702753,0.14003746659084115,0.023176252756303334,0.0024093457864216936
79.2067845776071,0.016995578074223208,0.027155871846395528,0.25848021381698233,0.11363207369122691,1.2388641616990783,1.8187424272590609,1.4402825917610378,0.06292076836920664,0.001361208459291815,0.7916604879228906,0.889914543448164,0.4078888543682503,0.09819077889768421,0.014695882433395166
106.95303389029208,0.022410456168530688,0.03512022398497635,0.32873285007652553,0.14685401266932416,1.5855843246095238,2.5343572232762854,2.1944251040369362,0.11143610809234751,0.002917767730382892,0.9904486493158472,1.4005571956529472,0.7571608606278161,0.22572996286661706,0.042005472270637126
150.0,0.031901915545017305,0.04923841466426304,0.454095457402262,0.21249848934142923,2.2428135232268858,3.5894128933413825,3.0029572842354813,0.15531014667601012,0.004363133627437425,1.304809554264205,2.0482905833956706,1.1666497284106927,0.3848329385918372,0.08085284529478703
