C3_MalCoA (uM),C2_AcCoA (uM),ACP (uM),NADPH (uM),NADH (uM),FabD (uM),FabH (uM),FabG (uM),FabZ (uM),FabI (uM),FabF (uM),FabA (uM),FabB (uM),TesA (uM),C4_FA (uM),C4_FA (uM)_sigma,C6_FA (uM),C6_FA (uM)_sigma,C8_FA (uM),C8_FA (uM)_sigma
500.0,500.0,10.0,1000.0,1000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,0.19561066554704593,0.028776143218772886,0.22295884049641518,0.03683939184207017,3.8707497493007272,0.43915795359182946
