FabD (uM),FabH (uM),FabG (uM),FabZ (uM),FabI (uM),TesA (uM),FabF (uM),FabA (uM),FabB (uM),C3_MalCoA (uM),ACP (uM),C2_AcCoA (uM),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C16_FA (uM),C18_FA (uM),C20_FA (uM)
0.06,0.07,0.07,0.06,0.07,0.6,0.07,0.07,0.06,30.0,0.6,30.0,2.0806752188933507e-09,2.3324418905107756e-09,7.446241156707728e-09,1.1368067209214052e-09,1.7818726183121744e-09,1.1254094959004865e-12,2.692341886478993e-16,7.888787058344158e-19,3.8543113221152736e-20
0.1,0.1,0.1,0.1,0.1,1.0,0.1,0.1,0.1,50.0,1.0,50.0,6.720304230792783e-09,1.0778055672971124e-08,6.200853765610477e-08,1.813803234023083e-08,5.870138418819547e-08,1.0101859426621865e-10,6.684880417366237e-14,2.87634546562198e-18,3.2777975431263846e-20
0.2,0.2,0.2,0.2,0.2,2.0,0.2,0.2,0.2,100.0,2.0,100.0,2.122868448546387e-08,4.5515803959637635e-08,5.007362847721986e-07,3.283877330160731e-07,2.8306116415462264e-06,2.3694415766497048e-08,7.296235292548386e-11,1.5353068533742864e-14,2.863700931989898e-18
0.3,0.3,0.3,0.3,0.3,3.0,0.3,0.3,0.3,200.0,3.0,200.0,3.234571747205161e-08,7.284947335636704e-08,9.663495987480594e-07,8.598734013669942e-07,1.1161861035351519e-05,2.3578459808509387e-07,1.8910619910064628e-09,9.877933436003854e-13,4.614214449578689e-16
0.4,0.3,0.4,0.4,0.4,4.0,0.3,0.4,0.4,200.0,4.0,200.0,3.5638744072104484e-08,7.374472916380527e-08,9.699984568556256e-07,9.702152729360618e-07,1.5622718636948554e-05,7.5600706053731e-07,1.720210984674035e-08,2.3611478097774112e-11,2.7832404986280903e-14
0.6,0.6,0.6,0.6,0.5,6.0,0.6,0.6,0.6,300.0,6.0,300.0,4.6122174610103006e-08,8.82361949698135e-08,1.1072396751090186e-06,1.1156942812684456e-06,1.937968377407192e-05,1.903260764823083e-06,1.3803283484607454e-07,5.280905824320786e-10,1.6523463443677688e-12
0.6,0.7,0.7,0.7,0.7,6.0,0.7,0.7,0.7,400.0,6.0,300.0,4.1816086497964465e-08,7.641348955767345e-08,9.097990695911314e-07,8.790489975977462e-07,1.4720896216574306e-05,1.6674818201836345e-06,1.8743200907755652e-07,1.0984634287371466e-09,5.35241398908923e-12
0.8,0.7,0.8,0.9,0.8,8.0,0.7,0.8,0.9,400.0,8.0,400.0,6.37912926874336e-08,1.0849202982736561e-07,1.1978562632338398e-06,1.1044144710434537e-06,1.8234053737563937e-05,2.459214523739771e-06,4.377074973694944e-07,4.047287677890679e-09,3.12145802509387e-11
0.9,1.0,0.9,0.9,1.0,9.0,1.0,0.9,0.9,500.0,9.0,500.0,6.88131198798526e-08,1.1568369598087854e-07,1.2587160458417549e-06,1.1352524064217355e-06,1.8451465111513394e-05,2.5750113779918065e-06,5.687945455144636e-07,6.333168432062989e-09,6.08191681204767e-11
