Time (s),C16 Equivalents (uM),C16 Equivalents (uM)_sigma
72.0,6.739920196845025,0.6754989563712117
144.0,13.366299029560206,1.364657694776812
216.0,19.81748142342863,1.8718693869363232
288.0,22.695538218611325,2.2558895144263684
360.0,24.100065129401486,2.5569758796015742
432.0,28.91349913763375,2.8000996935203237
504.0,33.82423815608635,3.0010826274457783
576.0,34.605858506501406,3.170329937578234
648.0,30.716745491766872,3.314959962249098
720.0,29.947139194672083,3.4400216444411
