C3_MalCoA (uM),C2_AcCoA (uM),ACP (uM),NADPH (uM),NADH (uM),FabD (uM),FabH (uM),FabG (uM),FabZ (uM),FabI (uM),FabF (uM),FabA (uM),FabB (uM),TesA (uM),C4_FA (uM),C4_FA (uM)_sigma,C6_FA (uM),C6_FA (uM)_sigma,C8_FA (uM),C8_FA (uM)_sigma,C10_FA (uM),C10_FA (uM)_sigma,C12_FA (uM),C12_FA (uM)_sigma,C14_FA (uM),C14_FA (uM)_sigma,C12_FA_unsat (uM),C12_FA_unsat (uM)_sigma,C14_FA_unsat (uM),C14_FA_unsat (uM)_sigma
500.0,500.0,10.0,1000.0,1000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,0.18735114372473066,0.030645148199836103,0.3081928343336419,0.040651288004512856,1.953721398670226,0.2675869229395617,3.4707403787571875,0.36506127423851686,10.30050895558974,1.188074383630605,13.587913611820811,1.4769430815170896,3.8268246133968447,0.4152847044221863,6.5437358391954135,0.6860741190326263
