Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C12_FA_unsat (uM)
3.5474638814256605,0.00012556996634260225,1.9276725874633455e-05,7.165221407480779e-06,3.28766732947293e-08,1.5095362223285892e-08,1.5406198928206964e-09
7.512892115563149,0.0010375004755091672,0.0005591841869845264,0.0010868662163360109,3.169799653875629e-05,0.00015967865554321445,2.3527105281514362e-05
10.028468274864823,0.0020091189985174235,0.001532294698034856,0.004782115768831037,0.0002407187718210159,0.002332638227089876,0.0004195558630275667
15.373371348445033,0.004503785815724568,0.005079997314150723,0.027626897809934967,0.002755877491719427,0.053544366226562695,0.013133158783653138
22.925120138769746,0.0076400958444454835,0.010845777052944067,0.08341414979181695,0.014345158391640455,0.44893901051545715,0.1463967028168366
33.1492006231088,0.010142040247507898,0.015872555172146963,0.1420384876280129,0.037219123033564096,1.7460277433378093,0.7402717296685268
47.95049919940725,0.012525027793758301,0.01978154593568553,0.18175255503603302,0.06356315318253054,3.904895031592857,2.1502065288116716
62.78625017433677,0.015590321357234815,0.02417783475058323,0.21920060064169486,0.08382533356404016,5.414454265914657,3.3780403061809148
95.43439876466894,0.02381392874445332,0.03654100504696685,0.3313327120127233,0.13765786689568404,8.169306446839466,5.187920181777437
150.0,0.038499013138989756,0.05854753593585105,0.5286857775059319,0.24655542976324796,12.23913137760384,7.224745888615432
