C3_MalCoA (uM),C2_AcCoA (uM),ACP (uM),NADPH (uM),NADH (uM),FabD (uM),FabH (uM),FabG (uM),FabZ (uM),FabI (uM),FabF (uM),FabA (uM),FabB (uM),TesA (uM),C4_FA (uM),C4_FA (uM)_sigma,C6_FA (uM),C6_FA (uM)_sigma,C8_FA (uM),C8_FA (uM)_sigma,C10_FA (uM),C10_FA (uM)_sigma,C12_FA (uM),C12_FA (uM)_sigma,C14_FA (uM),C14_FA (uM)_sigma,C12_FA_unsat (uM),C12_FA_unsat (uM)_sigma,C14_FA_unsat (uM),C14_FA_unsat (uM)_sigma
500.0,500.0,10.0,1000.0,1000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,0.17582885246988308,0.029416329972320243,0.29013128242442476,0.03885256620757432,1.8443393430087809,0.25333513215713055,1.4193197609922763,0.15533047746155262,9.172128518394107,1.0591768558128407,15.897070723443699,1.726104035981481,3.0653783107512624,0.33475729771073703,7.13131546300783,0.7467513016488223
