Time (s),C16 Equivalents (uM),C16 Equivalents (uM)_sigma
72.0,6.116769613010545,0.6139576580916698
144.0,12.60830422077171,1.2878434605062488
216.0,19.013584575560913,1.796318173015866
288.0,22.00242722149646,2.1872979411224116
360.0,23.53211789503562,2.496966645271226
432.0,28.379695818873543,2.7485822084293305
504.0,33.330164345877826,2.957374753398009
576.0,34.20376384536717,3.1335991723186614
648.0,30.432564692576086,3.2843906092455795
720.0,29.727467168894872,3.4148719448821545
