Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM)
5.918719750697588,0.000564056188731841,0.00021641405954856856,0.00026689101580942344,1.1085611108662483e-05,2.8354618721439012e-05
12.201489789833097,0.002999385475492494,0.0027924058904642184,0.011513371801008629,0.0019466263182232376,0.026673093341549443
19.876181714432995,0.006554119599378446,0.008719903858088091,0.06056660079011586,0.019900410028974146,0.5309446432934368
25.90772613673781,0.008606535407083466,0.012734011704350968,0.10395923706206497,0.045377713623453164,1.6817574871180838
31.306614968591482,0.009877263476212164,0.015220696760433675,0.13243700857711013,0.06839958862377828,3.1773942998071956
40.24040996935668,0.011533297507507957,0.018053980638752354,0.16232249218502362,0.09915171713961535,5.80390341315247
53.78546101527258,0.014457222329043002,0.02231415435425184,0.199561353424749,0.13400793694709115,8.76232238725082
73.34377579518684,0.019760886041059873,0.030251506901990934,0.2708463280061981,0.18786484626657077,11.899646499900754
103.7072608351024,0.028349847264542233,0.04324226429682247,0.38962383504874154,0.2817618029556166,16.21244715777366
150.0,0.04226414340054089,0.06411399049375918,0.5763003519383312,0.428251336989477,21.218070303881124
