Time (s),C16 Equivalents (uM),C16 Equivalents (uM)_sigma
72.0,7.24792432447126,0.7989337878784813
144.0,17.137204206842807,1.6828523665986643
216.0,20.570153574669337,2.4773501100659674
288.0,33.80112904112972,3.1813809483548265
360.0,42.16390955896361,3.792712139845616
432.0,41.03484338660698,4.3084914000640895
504.0,49.204862961290125,4.726995862326439
576.0,51.669397679337564,5.050213464038292
648.0,50.675770654856564,5.28603285775349
720.0,49.68450181213234,5.448315566559794
