FabD (uM),FabH (uM),FabG (uM),FabZ (uM),FabI (uM),TesA (uM),FabF (uM),FabA (uM),FabB (uM),C3_MalCoA (uM),ACP (uM),C2_AcCoA (uM),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM)
0.06,0.06,0.05,0.06,0.05,0.6,0.06,0.05,0.06,30.0,0.6,30.0,1.8462047699659165e-09,1.8003764265299543e-09,4.214235326506616e-09,4.3495185392123377e-10,1.0796620863217571e-09
0.06,0.07,0.07,0.06,0.07,0.6,0.07,0.07,0.06,30.0,0.6,30.0,2.0785476361684546e-09,2.329354010367413e-09,7.433650050212491e-09,1.1347795042504388e-09,4.545947218020824e-09
0.08,0.07,0.08,0.08,0.07,0.8,0.07,0.08,0.08,40.0,0.8,40.0,3.8808023464974534e-09,5.182613945215778e-09,2.1736199884588625e-08,4.480379731141532e-09,2.4562863068188676e-08
0.09,0.09,0.08,0.09,0.1,0.9,0.09,0.08,0.09,50.0,0.9,50.0,5.4711255939366074e-09,8.181396360806693e-09,3.985067740445639e-08,9.460448153244875e-09,5.7460259937269656e-08
0.1,0.1,0.1,0.1,0.1,1.0,0.1,0.1,0.1,50.0,1.0,50.0,6.671704425413444e-09,1.0686485552577537e-08,6.135432806806461e-08,1.7943469076140587e-08,1.4837196169968632e-07
0.1,0.1,0.2,0.1,0.2,1.0,0.1,0.2,0.1,80.0,1.0,70.0,8.201554261360317e-09,1.3835188421809507e-08,1.0484247809438424e-07,4.7158695367613746e-08,7.204401337494123e-07
0.2,0.2,0.2,0.2,0.2,2.0,0.2,0.2,0.2,80.0,2.0,80.0,1.8425461846812953e-08,3.8985691448677336e-08,4.2171829247903413e-07,2.805487291159616e-07,9.977906401602127e-06
0.3,0.3,0.3,0.3,0.2,3.0,0.3,0.3,0.3,100.0,3.0,100.0,2.4324761288408165e-08,5.3245804613953346e-08,6.454120285298963e-07,5.38378963301106e-07,5.088523387549848e-05
0.4,0.3,0.4,0.4,0.4,4.0,0.3,0.4,0.4,200.0,4.0,200.0,2.58416394823122e-08,5.259337133417225e-08,6.349152423866542e-07,5.756288621912945e-07,0.00015822599726741007
