Time (s),C4_FA (uM),C6_FA (uM)
4.40294145775478,0.0002426266855511989,0.0002963939542626801
9.313929589804774,0.0016032858482774941,0.012737448418653924
14.448633047226087,0.003505134558057922,0.06983644485822926
20.680880271017195,0.0054322424151416904,0.2131031725977021
24.940667702388595,0.006360254185936599,0.34743326704695826
31.25355523161911,0.007269753057467953,0.5793468814235087
38.878605537891346,0.007911536000016671,0.8860199745749601
50.18135089732929,0.008465900947811248,1.3588063062825544
66.99483478533294,0.009061825904066432,2.0691443876125852
98.33309372817591,0.010125005459281206,3.3911984190597577
150.0,0.011988980288295266,5.5598796883163315
