FabD (uM),FabH (uM),FabG (uM),FabZ (uM),FabI (uM),TesA (uM),FabF (uM),FabA (uM),FabB (uM),C3_MalCoA (uM),ACP (uM),C2_AcCoA (uM),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM)
0.06,0.07,0.07,0.06,0.07,0.6,0.07,0.07,0.06,30.0,0.6,30.0,2.0527957651665014e-09,2.293948202694201e-09,7.29964300958837e-09,3.4907436871238835e-09
0.08,0.07,0.08,0.08,0.07,0.8,0.07,0.08,0.08,40.0,0.8,40.0,3.796436002408347e-09,5.049402514951932e-09,2.1091106341903374e-08,1.3792895928855477e-08
0.09,0.09,0.08,0.09,0.1,0.9,0.09,0.08,0.09,50.0,0.9,50.0,5.301208270052958e-09,7.891459061011176e-09,3.822562976398179e-08,2.8458365040846837e-08
0.1,0.1,0.1,0.1,0.1,1.0,0.1,0.1,0.1,50.0,1.0,50.0,6.3707083167119056e-09,1.0145061523902498e-08,5.780585301575677e-08,5.737039721240516e-08
0.1,0.1,0.2,0.1,0.2,1.0,0.1,0.2,0.1,80.0,1.0,70.0,7.39377246050112e-09,1.249768568922387e-08,9.463037748287714e-08,1.5818855171195012e-07
0.2,0.2,0.2,0.2,0.2,2.0,0.2,0.2,0.2,100.0,2.0,100.0,1.6217812020452216e-08,3.3858284202482765e-08,3.5161359684722335e-07,1.5260624494879902e-06
0.3,0.3,0.3,0.3,0.3,3.0,0.3,0.3,0.3,200.0,3.0,200.0,1.949168110841072e-08,4.140727132637861e-08,4.806797494987398e-07,6.288972807254458e-06
0.4,0.3,0.4,0.4,0.4,4.0,0.3,0.4,0.4,200.0,4.0,200.0,2.022778261738666e-08,3.865064709466551e-08,4.2402009964832563e-07,1.4280644234982846e-05
0.5,0.5,0.5,0.5,0.5,5.0,0.5,0.5,0.5,300.0,5.0,200.0,1.9026264661182582e-08,3.673067492061423e-08,4.033866452448116e-07,2.5671160545686526e-05
