Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C16_FA (uM),C18_FA (uM),C12_FA_unsat (uM),C14_FA_unsat (uM),C16_FA_unsat (uM),C18_FA_unsat (uM)
5.7940971262426135,0.0005326926671177768,0.00019776870680991105,0.00023347313105497917,3.873796391038394e-06,3.450859606774444e-06,4.3625669531988936e-08,3.6152673349457706e-10,1.6992918413409957e-13,4.4187456283419675e-07,3.0882602372738713e-09,1.655922890775779e-11,4.481211498912006e-14
11.079351744716204,0.0024736579158531093,0.002094661065777029,0.0075609077247584715,0.000451782017644906,0.0015857191400286126,0.00010894229541476291,4.926608900979801e-06,1.1888124059643466e-08,0.0003168718817256616,1.1797760267847317e-05,3.118894313454433e-07,4.407388145798404e-09
18.87778959690394,0.006140521969745269,0.007967336975808575,0.05343901445749044,0.007148313506316909,0.05021302256704913,0.009624995524713248,0.0010699058300031857,6.12501488604616e-06,0.014837618831909474,0.0015773295965618068,0.0001025195361740884,3.638227208277373e-06
24.772752238560894,0.008394985915296412,0.012421891760893214,0.10217982887547342,0.019584321535491108,0.17149892547539283,0.05196626473885442,0.0085918897882881,7.28144017611477e-05,0.06125087696697192,0.010525117539059912,0.0010155567908337775,5.5543259183549006e-05
30.53194567004676,0.00994244680608059,0.015672521625886105,0.1424760125974704,0.03520290167403648,0.3458032972841382,0.148121026224104,0.03407541174590875,0.00040155733191900083,0.14198455350878775,0.03527380444643472,0.004660920338998314,0.00036582484640331056
39.25994986063928,0.011440390790127644,0.018739106083454554,0.18090844159323813,0.058154379824440494,0.6198610199847134,0.4004461352512539,0.14065032436123737,0.0025605767058315904,0.29945132785730827,0.11616737818849973,0.022757154699480392,0.0028231039212687223
47.50128875783673,0.01245430189434549,0.02054036885269739,0.20078807390518832,0.07517153263723178,0.8229953873873163,0.7119160563393888,0.33651316737257553,0.008426910545775929,0.44607385642704755,0.24066455314311364,0.06262629594826703,0.0107189314972993
61.086471895274606,0.014136491470185255,0.023058473777086197,0.22349967493777453,0.09440843974882206,1.0380686109398918,1.2374106188018081,0.7983541751823362,0.028290038732310105,0.6320485427152801,0.5096111774512074,0.18264249539012586,0.04428091301635226
81.67892845166789,0.017443970852514985,0.02780428475152179,0.26409298381347074,0.11626274878071712,1.2662579231134685,1.8877509393168965,1.5197169036876474,0.07051791343002137,0.8097178052193366,0.9392600798025048,0.4405508545135272,0.14235807152319985
106.1655066709287,0.022264491920113323,0.03490088096642668,0.32675654691134665,0.1458416462937074,1.575082849401218,2.5152160036056457,2.1770745448140523,0.11413859835251346,0.9848491216397823,1.3872649173620768,0.7481816695542037,0.28368954410382125
150.0,0.03193759481903636,0.049290853591996225,0.4545569782677262,0.21270584605404372,2.2449390933735343,3.591860007755951,3.0047378331761956,0.16016373011636229,1.3056907785217753,2.049114484644658,1.1670949928445509,0.4793275321661795
