Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM)
5.336782054100947,0.000425351680814804,0.00013854697789526533,0.00013752935493058238,4.446557748543075e-06,3.139820899036959e-06,5.823596860906864e-08
12.690878778478,0.003238931741394916,0.0031310949136382433,0.013618679104328828,0.002449377223114346,0.010664641760861144,0.0019422611683261614
19.227663275980948,0.006379948843405577,0.008416637628466015,0.05777145998337438,0.018323605097018414,0.13288131551098026,0.04961986834308779
29.785173997854546,0.009964215563642713,0.015653058172078523,0.14059206145573383,0.07074992857796426,0.6962935244697364,0.5823510712565843
35.849874018331626,0.011181448561042648,0.018102216410813644,0.17039103387992152,0.09954392262429587,1.0442860044826536,1.278349819965796
42.728464580887554,0.012265901035877253,0.020035414146900302,0.19176812044354047,0.12483135577202945,1.3502790331656638,2.3183694260692533
50.83832965573045,0.013536624392367984,0.02198111615382144,0.2099547027223194,0.14656955841017275,1.5983030704940409,3.6291684628442487
65.26174353370564,0.01630944462874352,0.025963171578093032,0.24389519161566256,0.17701891755222282,1.918360089849177,5.662791330437619
81.74635829381675,0.02012034856580996,0.0315788538513451,0.29344806415271757,0.21411876169821867,2.3109966471709167,7.496411062199094
112.67086926958109,0.027841379177620317,0.04315231460753326,0.39770230335865975,0.29432839619836315,3.150960371908206,10.333625236448231
150.0,0.03776543287142801,0.057973285278446605,0.5295184951353369,0.3968048596669489,4.153802692994744,13.076622863503127
