C3_MalCoA (uM),C2_AcCoA (uM),ACP (uM),NADPH (uM),NADH (uM),FabD (uM),FabH (uM),FabG (uM),FabZ (uM),FabI (uM),FabF (uM),FabA (uM),FabB (uM),TesA (uM),Initial Rate (uM C16 Equivalents/min)
500.0,500.0,10.0,1000.0,1000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.8196336289366764
500.0,500.0,10.0,1000.0,1000.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,10.0,0.4685330231479782
500.0,500.0,10.0,1000.0,1000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,1.2808106827561676
500.0,500.0,10.0,1000.0,1000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5476937440452894
500.0,500.0,10.0,1000.0,1000.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,10.0,1.222999091712779
