Time (s),C16 Equivalents (uM)
72.0,4.384488402164167
144.0,9.22199376297914
216.0,13.23855442537389
288.0,16.57879712668955
360.0,19.381997765107602
432.0,21.761471146211488
504.0,23.804266071743573
576.0,25.576204338216776
648.0,27.12718684557653
720.0,28.495449565156445
