Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM)
5.219029755416978,0.0003996787114507542,0.00012549965684655775,0.00011869114890411291,3.6289297510600937e-06,6.273029598345703e-06
9.246728859483321,0.0016847655192129831,0.0011742155751745334,0.0032366174242039686,0.00034152750196404867,0.002770194278028622
16.177988801941783,0.004912242171250655,0.005763705845950594,0.033181896138254306,0.008431766246528954,0.1739390430736536
26.81192894457945,0.008849175583258225,0.013216837174135559,0.10947353228693821,0.04937643944087698,1.9093500792821492
37.74537249534436,0.011079588049738985,0.01733675986174731,0.15530330198095066,0.09152785135663596,5.1050849448286115
63.8050451544057,0.017110717506109114,0.026236442747290888,0.23413955192745164,0.16020428646338547,10.411604435042078
110.94235606349622,0.030468327641932417,0.04642334986504081,0.418276043297955,0.304398702361178,17.100697007143015
217.34006171112992,0.06324213677165345,0.09545468649287579,0.8513964535687225,0.6417510066738854,26.515387659456703
368.56703123521993,0.11080509566872913,0.1660800498966552,1.4528340760542937,1.0983712802854666,34.078219158408075
720.0,0.21884549480579904,0.324881468130127,2.723520624199042,2.017749764949603,42.630642174975556
