Time (s),C4_FA (uM),C6_FA (uM)
4.539275339697919,0.00026530320629164375,0.000352834597342599
9.550361573103501,0.0016881242230349825,0.014177943987571818
14.780426396398374,0.0036234434861876674,0.07549266092549273
21.137952012958177,0.005546540041239498,0.22633866900935606
25.521805536241423,0.006464695230140155,0.36742052446259266
31.969647971583434,0.007346678023923895,0.6072631612636248
39.70914773415793,0.007963343077294576,0.9203146539610857
51.391290745315544,0.008513169981460693,1.4098401403820318
68.74120271163068,0.00912053362255371,2.1429341469228165
100.79658443426783,0.010210477061714308,3.494921757726224
150.0,0.011988980283593454,5.559879688413337
