FabD (uM),FabH (uM),FabG (uM),FabZ (uM),FabI (uM),TesA (uM),FabF (uM),FabA (uM),FabB (uM),C3_MalCoA (uM),ACP (uM),C2_AcCoA (uM),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C16_FA (uM)
0.08,0.07,0.08,0.08,0.07,0.8,0.07,0.08,0.08,40.0,0.8,40.0,3.890222675608059e-09,5.198346592620726e-09,2.1819133497039335e-08,4.4978971429669815e-09,9.819626232975639e-09,1.011215115870853e-11,6.190903072988174e-15
0.09,0.09,0.08,0.09,0.1,0.9,0.09,0.08,0.09,50.0,0.9,50.0,5.492301699827011e-09,8.219512904676306e-09,4.008392646396333e-08,9.517014717834552e-09,2.3672823429179295e-08,2.8301407115329796e-11,2.0180419241740413e-14
0.1,0.1,0.1,0.1,0.1,1.0,0.1,0.1,0.1,60.0,1.0,70.0,7.288565494799013e-09,1.1546101690114205e-08,6.467558048817159e-08,1.8145937292017086e-08,5.588201512267791e-08,8.936509225424806e-11,7.959197922365285e-14
0.1,0.1,0.2,0.1,0.2,1.0,0.1,0.2,0.1,80.0,1.0,70.0,8.440935587035584e-09,1.4233520521091097e-08,1.0809865709551991e-07,4.8490749526995e-08,2.838342761281638e-07,1.1188283801447305e-09,1.910911481016066e-12
0.2,0.2,0.2,0.2,0.2,2.0,0.2,0.2,0.2,80.0,2.0,80.0,1.9901768006914982e-08,4.2368511660771805e-08,4.6818462298087965e-07,3.1330683958924266e-07,2.7819266047718032e-06,2.470826269769346e-08,1.178201957324668e-10
0.3,0.3,0.3,0.3,0.2,3.0,0.3,0.3,0.3,100.0,3.0,100.0,2.8573652076684702e-08,6.355614990529696e-08,8.132901216502373e-07,7.062263472614262e-07,8.953962230085311e-06,1.8977234350148902e-07,2.458830962954331e-09
0.4,0.3,0.4,0.4,0.4,4.0,0.3,0.4,0.4,200.0,4.0,200.0,3.44335483671357e-08,7.189767760294833e-08,9.434431642510347e-07,9.370487545265518e-07,1.4816849976936745e-05,6.864955968999852e-07,2.5818606966383203e-08
0.5,0.5,0.5,0.5,0.5,5.0,0.5,0.5,0.5,300.0,5.0,200.0,3.2883877675005316e-08,6.880680978100618e-08,9.068026487687061e-07,9.17928181816685e-07,1.5054873915680104e-05,9.793873518499864e-07,1.0110837530271297e-07
0.6,0.6,0.6,0.6,0.5,6.0,0.6,0.6,0.6,300.0,6.0,300.0,3.6977698734787905e-08,7.528036379641488e-08,9.704065392316254e-07,9.743396899892248e-07,1.6032365855795032e-05,1.1858628987553861e-06,2.2818810458873172e-07
