Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C16_FA (uM),C18_FA (uM),C12_FA_unsat (uM),C14_FA_unsat (uM),C16_FA_unsat (uM),C18_FA_unsat (uM)
5.772943673457985,0.0005274619795338729,0.00019471645260180377,0.0002281412750424132,3.753340522893924e-06,3.31197780090415e-06,4.1400854904288405e-08,3.388760230232799e-10,1.5697663876529725e-13,4.2316936369099504e-07,2.925060709162448e-09,1.5504025280511313e-11,4.134093497446698e-14
13.29311733085002,0.0035135488974233813,0.003529811172262653,0.016229552202535934,0.0013014376585534868,0.006034990227918001,0.0006061793547724571,3.87259573758881e-05,1.2981196967896268e-07,0.0013802034383832114,7.548120345283365e-05,2.8046703568246925e-06,5.594428028356396e-08
20.635708302118573,0.006885059026540635,0.009385946579445484,0.06791863456404097,0.010254042874396591,0.07814660625391727,0.0174425711808312,0.002205847980075971,1.433661514351028e-05,0.024597355214590656,0.0030646524107936757,0.00022685645703765647,9.25450272257514e-06
28.290413013636588,0.009409417830302217,0.01454587807930692,0.12822536933925482,0.028960915750035277,0.27423727518302965,0.1035442137425015,0.02103896596298356,0.00021891961767035078,0.10707220830404446,0.023242996537374362,0.0027327737018283177,0.00018733545214047936
35.614206944253425,0.010900795770051598,0.017669243626941052,0.1678045086876791,0.04905474110435987,0.510055853794011,0.28148242470840296,0.08393185856808885,0.0012880494638401495,0.23151415799070996,0.07559537295867458,0.012712917343517996,0.00132153975327713
42.5056078037084,0.011860207750799219,0.01952180649688703,0.18997221298617814,0.06545342424987624,0.707773440701252,0.5181374749954419,0.20699969479736618,0.00432116390590358,0.3592777016623402,0.16016745553772332,0.035432296060816305,0.005051782172718733
52.539715928115214,0.013046131742498251,0.021466606862145104,0.2096214144585939,0.0833169222934848,0.916577577944133,0.9118987820553588,0.4944358502232637,0.014401845351823515,0.5239950042520785,0.33420327872880773,0.09973837633554362,0.019851882854258082
64.27964314203999,0.014585721717019952,0.023699708002772584,0.22893223437920737,0.09799753550373233,1.0760381995619617,1.3508833569593113,0.9161065673303814,0.03438966866331081,0.6655516744952968,0.5775258358896564,0.21878969966192194,0.05627161566631926
81.02720410619344,0.01732600399378864,0.027632995615931612,0.2626035354076038,0.11556348211240597,1.2589620973700257,1.869676751928164,1.4990804905185244,0.06917778954099749,0.8049658313207865,0.9262956750954641,0.4319444609433094,0.13869375758812502
110.7086028203591,0.023217739515718823,0.036316760961838265,0.33936043771216395,0.1520593113713312,1.6393444763603375,2.627014596078311,2.2783826962213847,0.12059757068128875,1.0180478196533869,1.4630737341131066,0.7997786286523103,0.3084861905483434
150.0,0.03193759454104926,0.04929085322423152,0.4545569745162916,0.21270584287584468,2.24493903845428,3.5918601460578503,3.004737944469116,0.16016372527632347,1.305690762000705,2.0491145346017583,1.1670949619391275,0.47932749712488204
