Time (s),C16 Equivalents (uM),C16 Equivalents (uM)_sigma
72.0,4.413308839184377,0.22922442010820837
144.0,9.159759203079648,0.4710996881489571
216.0,13.668872157535102,0.6719277212686945
288.0,16.666802015903393,0.8389398563344777
360.0,18.85752394170373,0.9790998882553802
432.0,22.158529114461857,1.0980735573105744
504.0,25.369344273787046,1.2002133035871787
576.0,26.7968119597395,1.2888102169108389
648.0,26.165631631640853,1.3663593422788267
720.0,26.67985766510304,1.4347724782578224
