Time (s),C16 Equivalents (uM),C16 Equivalents (uM)_sigma
72.0,5.39925654644154,0.5430972805285467
144.0,12.202867853797512,1.24675705237591
216.0,18.764075750421988,1.7728690269306273
288.0,21.886759869449023,2.1758512815110915
360.0,23.49518814483419,2.493064652446007
432.0,28.388576005976052,2.749439237395957
504.0,33.3743144805411,2.9612804623936757
576.0,34.2683094620454,3.1394953209719536
648.0,30.49970527448015,3.291612927413912
720.0,29.798403010581776,3.4229932115754194
