C3_MalCoA (uM),C2_AcCoA (uM),ACP (uM),NADPH (uM),NADH (uM),FabD (uM),FabH (uM),FabG (uM),FabZ (uM),FabI (uM),FabF (uM),FabA (uM),FabB (uM),TesA (uM),C4_FA (uM),C4_FA (uM)_sigma,C6_FA (uM),C6_FA (uM)_sigma,C8_FA (uM),C8_FA (uM)_sigma,C10_FA (uM),C10_FA (uM)_sigma,C12_FA (uM),C12_FA (uM)_sigma,C14_FA (uM),C14_FA (uM)_sigma,C16_FA (uM),C16_FA (uM)_sigma,C18_FA (uM),C18_FA (uM)_sigma,C20_FA (uM),C20_FA (uM)_sigma,C12_FA_unsat (uM),C12_FA_unsat (uM)_sigma,C14_FA_unsat (uM),C14_FA_unsat (uM)_sigma,C16_FA_unsat (uM),C16_FA_unsat (uM)_sigma,C18_FA_unsat (uM),C18_FA_unsat (uM)_sigma,C20_FA_unsat (uM),C20_FA_unsat (uM)_sigma
500.0,500.0,10.0,1000.0,1000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,0.17298778460845385,0.029113338501568713,0.2855923489962197,0.0384005409035915,1.8145390928555427,0.2494523478386259,1.3965653627176702,0.15300413929424247,8.991572592640402,1.038551531502592,9.966420456603245,1.0861794186210192,5.201985240830287,0.5607159958397873,0.20973423394556467,0.031985113019512144,0.009922715855616514,0.010557685030369631,3.5188015127099765,0.3277153843185811,4.250969695744078,0.44076229284939145,2.2953369718000047,0.21073722517177684,0.5572011443234205,0.07040330476488786,0.13062693586138618,0.02227954513880058
