Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C16_FA (uM),C18_FA (uM),C20_FA (uM)
5.73637248265258,0.0005185063975056753,0.00018953198503336003,0.0002191775222555529,8.451806367355198e-06,7.238447716642252e-06,8.747942747081614e-08,6.916290866303101e-10,2.440780044185999e-13,5.0536024004789295e-17
12.673761150399715,0.003230835142253765,0.003119549010217814,0.013545580048233696,0.0024312647410662017,0.010564808769650642,0.0009588587109764449,5.520299918962928e-05,1.4426840242372414e-07,2.0333478075964057e-10
19.534299512938926,0.006521906153229705,0.008686956804263344,0.06051568078227884,0.019569401028275826,0.14414440217506158,0.02929922136110056,0.0033102564988910957,1.7247764480680656e-05,4.6665192433740264e-08
27.76467376799244,0.00948568949278703,0.014670856989043581,0.12878844556645413,0.06086059249053333,0.5804818827509728,0.21618063062534693,0.04239838614551651,0.0003867457792704678,1.772643570147836e-06
34.444701518871376,0.01099687998559976,0.017788787193781946,0.16749056814601898,0.0953795533715467,0.9941369014935773,0.5386057174525141,0.15696387286004293,0.0021675013228689513,1.4655082101164969e-05
40.50662559705749,0.011995718875191012,0.019684372508126054,0.1897535432306253,0.12072036498613628,1.304094817583666,0.9302746862604516,0.36207488565382123,0.006849045101775504,6.250966924170912e-05
49.85604963366676,0.013359049256359537,0.021907853369878084,0.21212670609269724,0.1487829975996847,1.6306226829183315,1.5985153355974548,0.8512679313859891,0.022848918242181767,0.0002938224673055466
61.738447050360875,0.01529909925772852,0.024734063463464746,0.23669960760422232,0.17404713878777472,1.8968411952589543,2.387489332320092,1.612414335793844,0.057009308419038604,0.0009708851257400138
78.48818799455188,0.018655275737769032,0.029595933577332322,0.27873153151393687,0.20703431666609307,2.2376349297460867,3.3069747549428423,2.6241833709440874,0.1143586348011386,0.0024506676222405825
107.79583213345883,0.025508215419939764,0.0397620255153594,0.3691703529435799,0.27493539982536497,2.944387423187131,4.67522682368828,3.9524916267613937,0.19589372236673613,0.005003542123789037
150.0,0.03631063250476387,0.05587359177588458,0.5122915162667382,0.38525633031632056,4.026893014777671,6.44707603541338,5.239714212845657,0.2611550408929149,0.0070327720475718844
