Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C12_FA_unsat (uM),C14_FA_unsat (uM)
5.720648674349251,0.0005146399043612592,0.00018730417186546192,0.00021535958705113924,3.4687836610933194e-06,2.989216299578731e-06,7.111555808927923e-08,3.7988741741177696e-07,4.961284247804907e-09
11.727081098118568,0.002771102815303162,0.002481862051523745,0.009692221221336469,0.0006363680718727507,0.0024480015523445915,0.00038872921187177163,0.0005101792357757968,4.3360439194199555e-05
20.103753216453036,0.006662447157195228,0.008954759292491694,0.06338904160716169,0.00923640222708651,0.06877383307873078,0.028480556578597698,0.021244798869110515,0.004842804358588406
27.857254338970655,0.009277007079423357,0.014260023692637699,0.12448652756422507,0.027543719147620698,0.2583770359330255,0.1874753556150892,0.09969156671031086,0.04121809397541347
33.88894725285785,0.010570285041280955,0.016969054321385894,0.15852402109132757,0.043783303925189886,0.447041572013507,0.4669852681922851,0.1960166303994842,0.11989916374702173
40.90953707382117,0.011614301620140023,0.019009360546242082,0.18307567274881906,0.06052564533975359,0.6483898117361139,0.9615907594467459,0.3207805826697551,0.2872165970092446
49.650426789117084,0.012704278916912025,0.020814008123620213,0.2015655908159669,0.0765156364003825,0.837473162637692,1.717574164901371,0.4648856215652513,0.6001624460870532
62.23097905423929,0.014489804925844679,0.023388665247424233,0.2237152801643653,0.09290317858384547,1.0187200128227796,2.7846887542500767,0.6243052946889545,1.1579385481531652
83.54679582159086,0.018468219248749983,0.0291418141657021,0.2733758510009904,0.11724347806292784,1.2757804971523727,4.19402073424755,0.8120120717825036,2.0840963085021156
110.53448147467518,0.024277795333711574,0.037804846902419725,0.35101849555727116,0.15496542467525387,1.673412628230675,5.59981059314908,1.0312386589899472,3.0465459374318513
150.0,0.03337832139044274,0.0513802962315035,0.47196585065853996,0.22010043304541016,2.3264873156242154,7.41072911173414,1.344181224346983,4.137734185926886
