C3_MalCoA (uM),C2_AcCoA (uM),ACP (uM),NADPH (uM),NADH (uM),FabD (uM),FabH (uM),FabG (uM),FabZ (uM),FabI (uM),FabF (uM),FabA (uM),FabB (uM),TesA (uM),C4_FA (uM),C4_FA (uM)_sigma,C6_FA (uM),C6_FA (uM)_sigma,C8_FA (uM),C8_FA (uM)_sigma,C10_FA (uM),C10_FA (uM)_sigma,C12_FA (uM),C12_FA (uM)_sigma,C14_FA (uM),C14_FA (uM)_sigma
500.0,500.0,10.0,1000.0,1000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,0.18830022192852766,0.03074636457862475,0.3100033897926945,0.040831598400049914,1.963710880651452,0.2688884893286773,1.8724441540935368,0.20165649133760916,12.278184094134097,1.413988825056556,22.975134857060404,2.489836051622748
