FabD (uM),FabH (uM),FabG (uM),FabZ (uM),FabI (uM),TesA (uM),FabF (uM),FabA (uM),FabB (uM),C3_MalCoA (uM),ACP (uM),C2_AcCoA (uM),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C16_FA (uM),C18_FA (uM),C20_FA (uM)
0.03,0.03,0.02,0.03,0.02,0.3,0.03,0.02,0.03,10.0,0.3,10.0,2.13474611598067e-10,5.7785904816502715e-11,2.3461556076349458e-11,3.5049495071377486e-13,4.324350130980694e-14,1.6167392333392696e-18,4.846137356496093e-18,1.3494794692756928e-19,3.741577012669367e-22
0.1,0.1,0.2,0.1,0.2,1.0,0.1,0.2,0.1,80.0,1.0,70.0,8.441211127738435e-09,1.4234044703309306e-08,1.0810387519597359e-07,4.849338440800202e-08,2.838543032645171e-07,1.1189256255021665e-09,1.3833589112794298e-12,1.2215414820034126e-16,9.56494017566491e-21
0.3,0.3,0.3,0.3,0.2,3.0,0.3,0.3,0.3,100.0,3.0,100.0,2.869326333415032e-08,6.379295978131463e-08,8.175371803592086e-07,7.110517325310872e-07,9.046793958514018e-06,1.9287367987816158e-07,1.6335562148873246e-09,8.778045026296873e-13,4.3434066085632143e-16
0.4,0.3,0.4,0.4,0.4,4.0,0.3,0.4,0.4,200.0,4.0,200.0,3.5638744165063173e-08,7.374472919604924e-08,9.699984568436327e-07,9.702152787257344e-07,1.5622718883042244e-05,7.56007072511144e-07,1.72021096357215e-08,2.3611475708922725e-11,2.7832401141236722e-14
0.5,0.5,0.5,0.5,0.5,5.0,0.5,0.5,0.5,300.0,5.0,200.0,3.676889169592039e-08,7.414353804573573e-08,9.656715793520862e-07,9.838637665190782e-07,1.67343883117062e-05,1.2852841947808852e-06,6.146785731009282e-08,1.6182764702437165e-10,3.663458661886436e-13
0.6,0.6,0.6,0.6,0.5,6.0,0.6,0.6,0.6,300.0,6.0,300.0,4.6122174541044807e-08,8.823619466308583e-08,1.1072396688734912e-06,1.1156942773205302e-06,1.9379683886527465e-05,1.9032607836164433e-06,1.3803283448236513e-07,5.280905791470204e-10,1.6523463796655156e-12
0.6,0.7,0.7,0.7,0.7,6.0,0.7,0.7,0.7,400.0,6.0,300.0,4.1816086436288086e-08,7.641348942840105e-08,9.097990677615843e-07,8.790489959009878e-07,1.4720896198187287e-05,1.6674818215197256e-06,1.8743200861604567e-07,1.098463436911822e-09,5.352414042254661e-12
0.8,0.7,0.8,0.9,0.8,8.0,0.7,0.8,0.9,400.0,8.0,400.0,6.379129264017319e-08,1.0849202964038715e-07,1.197856260583862e-06,1.104414467518063e-06,1.8234053678161513e-05,2.4592145252783488e-06,4.377074982719525e-07,4.047287668601786e-09,3.1214579993486995e-11
0.9,1.0,0.9,0.9,1.0,9.0,1.0,0.9,0.9,500.0,9.0,500.0,6.881311986872359e-08,1.1568369585676595e-07,1.2587160448414236e-06,1.135252405756715e-06,1.84514651265337e-05,2.575011382694273e-06,5.68794546515259e-07,6.333168438016349e-09,6.081916770342953e-11
