Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM)
3.368558568247961,0.00010625933266569557,1.4638142931802464e-05,4.7328491054004115e-06,1.0507992713280475e-07
9.387444324365513,0.0017370125288920925,0.0012289824655366973,0.003459907435746416,0.0016995863320223088
12.722361341406607,0.003208136500008287,0.0030789541479828973,0.013276212437408726,0.012304691915553206
18.68989983361661,0.005813211842574611,0.00732110520510202,0.04700601404359175,0.08788238261828957
24.718300137558103,0.007717319495676614,0.010944830316740543,0.08395786140700598,0.25972751853405335
32.72776675328709,0.00912667610950677,0.013811508853365288,0.11587312835067273,0.5998309030396798
47.77314601184865,0.010153338036963952,0.015870128817119113,0.13755227534929879,1.3706113689313457
64.2400919191187,0.010673141178654755,0.01673888858611025,0.14527847201335106,2.2427025858699787
101.70518199661146,0.011763846245091228,0.01836540472308604,0.15975558903857306,4.204994547020246
150.0,0.013351520753481266,0.020717778808548113,0.18096433226526334,6.694690650441749
