Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C16_FA (uM),C18_FA (uM),C20_FA (uM)
4.9467804020243795,0.00034347947167790317,9.856894768973194e-05,8.279274874794273e-05,2.2083017993530306e-06,1.262728973952673e-06,9.545593843852905e-09,4.6624700495670296e-11,1.0633122595997055e-14,1.6603199498739406e-18
11.6419785957227,0.0027399653835166494,0.0024415164369298047,0.009463378582831401,0.0014859245463388023,0.005657967260690885,0.00042987235095354865,2.112029313278078e-05,4.6986342134767857e-08,5.6881868960934865e-11
17.313891432016543,0.005497452368100644,0.006795540597402795,0.042289168964417506,0.011772999758221474,0.07665880857982876,0.012601656656339364,0.00119600646241638,5.213291188371632e-06,1.1914832164812783e-08
22.04758503589812,0.007576305583673126,0.010745739213253978,0.0824432952477184,0.030670347292483337,0.25108426674327755,0.06287547661822815,0.00848059888022202,5.291067417446131e-05,1.6972831522508103e-07
27.78602399062074,0.009491597839115464,0.014683207841616837,0.12894084912751086,0.060977326801162746,0.5818316515138253,0.21697233835526764,0.04261131633334879,0.0003892269722158653,1.786332976827549e-06
36.44838625962842,0.011352024883858803,0.018486915649592775,0.17593299948851346,0.10446569563739087,1.1056302656214776,0.6602777713657371,0.21348635801350466,0.003297271539443968,2.4786722359024643e-05
44.776930082227395,0.012619691115328534,0.020748894533860383,0.20102164961908403,0.13493712990874285,1.4733004816233408,1.233686005589121,0.5640030757186518,0.012753062080081482,0.000138434288698007
56.54564635223988,0.014404555872681055,0.023446998488095866,0.2256977308454236,0.16373631027459035,1.790612182472101,2.057739365931361,1.274078315801602,0.0406486732623161,0.0006223774459247392
73.87679191503263,0.01767041531663663,0.028157593424514963,0.2661568464646934,0.1976196527820287,2.1394067218077444,3.0711487120044407,2.364116704461842,0.09867768850058688,0.0020118787997354943
107.23825938255486,0.025371583819053602,0.03955818352601997,0.36734960561006036,0.2735447319693939,2.9301716453399402,4.650344012795811,3.9314628553015227,0.19467033554259333,0.004963501451195257
150.0,0.03631063233769418,0.05587359136756005,0.5122915140033333,0.3852563504979817,4.026893402471558,6.447076177228511,5.239713704258094,0.2611550505476872,0.007032774924684616
