Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM)
4.6339340287773805,0.0002844053210788544,7.284634709231913e-05,5.269954804762152e-05,1.1839495761432378e-06,5.607578092770316e-07,6.341313173669654e-09
10.793497751918649,0.0023500002409005067,0.0019404437166624094,0.0067604251582387715,0.0009369550160181553,0.0031456648790326707,0.00041307158264210133
16.949552447551426,0.005320948420126675,0.00648171581272055,0.03946030275583466,0.010685753443683468,0.06793977540352272,0.020579138179407416
22.65710360875847,0.007798545254171871,0.011188223636222816,0.08733356222625425,0.03346361348584076,0.27958120653515484,0.13831725219327384
28.19819511018125,0.009566008031563256,0.014826069494894163,0.1304201703187813,0.06243201813814612,0.5987599065385165,0.44824101626086077
36.11997135955959,0.011227674330134172,0.018190636131308276,0.17143052189658137,0.1006866058896897,1.0582475572831922,1.315282157921847
43.64064228242441,0.012403628763504482,0.020259554968965917,0.19402439502328803,0.12763980989423726,1.383419099648704,2.465983345719486
57.90333622285142,0.014804744514459435,0.023802084651075202,0.2254913067486525,0.1618659261908919,1.760910804545139,4.6875288729003435
74.51380281237215,0.018398098827010188,0.02901939802992225,0.27060338536371153,0.19712696425744974,2.1299188891667318,6.736539815779694
106.73805277235847,0.026325477879317858,0.04088212041943508,0.3773277665737055,0.2784401457317034,2.988387478021572,9.830957826032353
149.9744376669738,0.037758429307733564,0.057962836652718064,0.5294261029992312,0.3967333528700201,4.153127485173643,13.074972841933233
