C3_MalCoA (uM),C2_AcCoA (uM),ACP (uM),NADPH (uM),NADH (uM),FabD (uM),FabH (uM),FabG (uM),FabZ (uM),FabI (uM),FabF (uM),FabA (uM),FabB (uM),TesA (uM),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C12_FA_unsat (uM),C14_FA_unsat (uM)
500.0,500.0,10.0,1000.0,1000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,0.20645148199836102,0.30651288004512856,2.575869229395617,3.550612742385168,11.780743836306048,14.669430815170895,4.0528470442218625,6.760741190326263
