FabD (uM),FabH (uM),FabG (uM),FabZ (uM),FabI (uM),TesA (uM),FabF (uM),FabA (uM),FabB (uM),C3_MalCoA (uM),ACP (uM),C2_AcCoA (uM),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM)
0.09,0.09,0.08,0.09,0.1,0.9,0.09,0.08,0.09,50.0,0.9,50.0,5.491908856490618e-09,8.218753938484356e-09,4.007879758879439e-08,9.51564898116719e-09,2.3668492321333385e-08,5.088947755783464e-11
0.1,0.1,0.1,0.1,0.1,1.0,0.1,0.1,0.1,50.0,1.0,50.0,6.719038603437444e-09,1.0775497112682294e-08,6.198826488472324e-08,1.8131384175886903e-08,5.8674089429958614e-08,1.827266616402356e-10
0.1,0.1,0.2,0.1,0.2,1.0,0.1,0.2,0.1,80.0,1.0,70.0,8.42831632046e-09,1.4211104750599417e-08,1.0789238543395773e-07,4.8394753201198146e-08,2.8318119359524315e-07,1.9105648685178094e-09
0.2,0.2,0.2,0.2,0.2,2.0,0.2,0.2,0.2,80.0,2.0,80.0,1.975341432272901e-08,4.2035026034318864e-08,4.6313369756036164e-07,3.0941953732397003e-07,2.737942890437112e-06,4.925890692688226e-08
0.3,0.3,0.3,0.3,0.2,3.0,0.3,0.3,0.3,100.0,3.0,100.0,2.7702344338499356e-08,6.164279302207794e-08,7.801921080070862e-07,6.708517379098967e-07,8.348246805231612e-06,4.802313405967572e-07
0.4,0.3,0.4,0.4,0.4,4.0,0.3,0.4,0.4,200.0,4.0,200.0,3.127203362188379e-08,6.564451411437359e-08,8.450544286196433e-07,8.156829801651893e-07,1.2163494879549436e-05,2.5355351053109406e-06
0.5,0.5,0.5,0.5,0.5,5.0,0.5,0.5,0.5,300.0,5.0,200.0,2.879680405215326e-08,6.09063458915636e-08,7.894498141843331e-07,7.691228502982918e-07,1.1581607907350174e-05,6.554046676005923e-06
0.6,0.6,0.6,0.6,0.5,6.0,0.6,0.6,0.6,300.0,6.0,300.0,3.155677122436739e-08,6.468036409820617e-08,8.153917957952293e-07,7.828214801247165e-07,1.1719196378139943e-05,1.1793368459935802e-05
0.8,0.7,0.8,0.9,0.8,8.0,0.7,0.8,0.9,400.0,8.0,400.0,3.1751911019234246e-08,5.875762537960221e-08,6.7450738233859e-07,6.141857547856444e-07,8.869547842791974e-06,2.9736494690740965e-05
