FabD (uM),FabH (uM),FabG (uM),FabZ (uM),FabI (uM),TesA (uM),FabF (uM),FabA (uM),FabB (uM),C3_MalCoA (uM),ACP (uM),C2_AcCoA (uM),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C16_FA (uM),C18_FA (uM),C20_FA (uM),C12_FA_unsat (uM),C14_FA_unsat (uM),C16_FA_unsat (uM),C18_FA_unsat (uM),C20_FA_unsat (uM)
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,500.0,10.0,500.0,6.369629862239469e-08,1.0580531368093219e-07,1.1189551511513466e-06,7.45494549000654e-07,1.1849481431185578e-05,1.5040203313205203e-06,3.8618498044704863e-07,5.312123828611628e-09,7.332843206992827e-11,8.098534493888354e-06,1.1231168787619808e-06,4.619647218998472e-08,1.3253712589205278e-09,1.3490553755726574e-10
0.9,1.0,0.9,0.9,1.0,9.0,1.0,0.9,0.9,500.0,9.0,500.0,5.4490156465817336e-08,9.132935427748233e-08,9.794992149115773e-07,6.746774515868233e-07,1.0830140929535553e-05,1.38649127770056e-06,3.057377468770492e-07,3.5697498762196972e-09,4.05406533088485e-11,7.113695121452775e-06,9.268750802016557e-07,3.549923512326345e-08,9.207873220612946e-10,7.467822985463246e-11
0.8,0.7,0.8,0.9,0.8,8.0,0.7,0.8,0.9,400.0,8.0,400.0,5.1813267811662444e-08,8.774866165712161e-08,9.520854325807011e-07,5.857498569627119e-07,9.485588754777085e-06,1.1811750706480355e-06,2.1745724880106615e-07,2.162202932422664e-09,2.0001364493864806e-11,7.97954397104315e-06,9.610530438792058e-07,3.544412250064427e-08,8.500390613417227e-10,5.563237451997624e-11
0.6,0.7,0.7,0.7,0.7,6.0,0.7,0.7,0.7,400.0,6.0,300.0,3.3506277993224774e-08,6.053906399781401e-08,7.000915439885326e-07,4.36119068321972e-07,7.165347585822646e-06,7.720250780983449e-07,8.90518960993697e-08,5.433634349652011e-10,3.129498823892722e-12,6.266593285949737e-06,5.481788648410602e-07,1.5708680796059023e-08,2.7422148277671637e-10,1.106225991228643e-11
2.0,2.0,2.0,2.0,2.0,20.0,2.0,2.0,2.0,900.0,20.0,900.0,1.1600817127617143e-07,1.8615395569915215e-07,1.874301820410079e-06,1.3599204518424205e-06,2.05523673820958e-05,2.1116057915303068e-06,9.724826716103037e-07,3.294605574520817e-08,2.7681197211522313e-09,8.775141399768296e-06,1.1049584345084984e-06,4.950548557310683e-08,1.9328278954444326e-09,1.8515288384514572e-09
0.6,0.6,0.6,0.6,0.5,6.0,0.6,0.6,0.6,300.0,6.0,300.0,3.745797303612938e-08,6.991261127989613e-08,8.401875429570494e-07,5.528330963582065e-07,9.258166629103887e-06,8.437901271711587e-07,6.403020280436517e-08,2.651374220833152e-10,1.0108010417903339e-12,8.10000254553763e-06,5.323376890374686e-07,1.1736815634534663e-08,1.561472055598459e-10,4.1412374300430035e-12
0.5,0.5,0.5,0.5,0.5,5.0,0.5,0.5,0.5,300.0,5.0,200.0,3.034094700592315e-08,5.950950236821571e-08,7.438177179188984e-07,4.4725523220728126e-07,7.37153351446725e-06,5.404933725077055e-07,2.7553204681774302e-08,7.854844274821008e-11,2.177436984682972e-13,6.899126488659012e-06,3.3682886682057476e-07,5.852334388498519e-09,5.831021865965645e-11,1.0953845753378168e-12
0.4,0.5,0.4,0.4,0.5,4.0,0.5,0.4,0.4,200.0,4.0,200.0,2.8332450025309007e-08,5.8858036434750124e-08,7.722978681414666e-07,5.235997605723121e-07,8.043479072419563e-06,3.547121589799457e-07,8.242386940294996e-09,1.1127944796223341e-11,1.5369978437952763e-14,4.953810468784269e-06,1.367338759254111e-07,1.4075519205718017e-09,8.321271546801865e-12,7.970853445566867e-14
3.0,3.0,3.0,3.0,2.0,30.0,3.0,3.0,3.0,1000.0,30.0,1000.0,1.6778562621126787e-07,2.6881307344329254e-07,2.69304421021809e-06,1.9903345303368217e-06,2.9719234368768765e-05,2.83434459200989e-06,1.2295886965646922e-06,4.3310521137241115e-08,9.957323201722038e-09,1.2441559213826064e-05,1.373952924577567e-06,5.71858405306968e-08,2.11905805674997e-09,5.23168098511557e-09
