FabD (uM),FabH (uM),FabG (uM),FabZ (uM),FabI (uM),TesA (uM),FabF (uM),FabA (uM),FabB (uM),C3_MalCoA (uM),ACP (uM),C2_AcCoA (uM),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C14_FA (uM),C16_FA (uM),C18_FA (uM),C20_FA (uM),C12_FA_unsat (uM),C14_FA_unsat (uM),C16_FA_unsat (uM),C18_FA_unsat (uM),C20_FA_unsat (uM)
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,500.0,10.0,500.0,6.369629857015611e-08,1.0580531363443456e-07,1.1189551511671376e-06,7.45494549362814e-07,1.184948143151405e-05,1.5040203321167709e-06,3.861849805819969e-07,5.312123828555875e-09,7.332843204969822e-11,8.098534485301014e-06,1.1231168765091315e-06,4.619647205789839e-08,1.325371261418699e-09,1.3490553733437464e-10
0.9,1.0,0.9,0.9,1.0,9.0,1.0,0.9,0.9,500.0,9.0,500.0,5.449015640238899e-08,9.132935426208893e-08,9.794992152113164e-07,6.746774523546147e-07,1.0830140938552417e-05,1.3864912675344007e-06,3.0573774687030096e-07,3.5697498765848726e-09,4.0540653304912873e-11,7.11369512361503e-06,9.268750754875121e-07,3.549923527328406e-08,9.207873312239535e-10,7.467822970954872e-11
0.8,0.7,0.8,0.9,0.8,8.0,0.7,0.8,0.9,400.0,8.0,400.0,5.181326778979638e-08,8.774866166511313e-08,9.520854338667107e-07,5.857498579403955e-07,9.48558877126763e-06,1.1811750676841941e-06,2.1745724888980677e-07,2.162202941825955e-09,2.0001364475616126e-11,7.97954399354844e-06,9.610530409356863e-07,3.544412253747617e-08,8.500390670321962e-10,5.563237434373575e-11
2.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,700.0,20.0,700.0,1.91856698487702e-07,3.1069152958879195e-07,3.1943329230977478e-06,2.29154784021919e-06,3.5807355038482586e-05,4.078230320807355e-06,1.2837293757345883e-06,2.446092731890323e-08,5.403439869854769e-10,1.8771175578058288e-05,2.337946718692135e-06,9.366858777490889e-08,2.898539997179882e-09,5.09017176997141e-10
0.6,0.7,0.7,0.7,0.7,6.0,0.7,0.7,0.7,400.0,6.0,300.0,3.350627796774186e-08,6.053906400758763e-08,7.000915442856982e-07,4.361190677313361e-07,7.165347576337981e-06,7.720250764535077e-07,8.905189616797438e-08,5.433634358094781e-10,3.129498819053808e-12,6.26659327356704e-06,5.481788649054076e-07,1.5708680818482923e-08,2.742214826662161e-10,1.106225989260173e-11
2.0,2.0,2.0,2.0,2.0,20.0,2.0,2.0,2.0,900.0,20.0,900.0,1.1600817129399274e-07,1.861539557565564e-07,1.8743018205161984e-06,1.3599204514690573e-06,2.0552367376395675e-05,2.111605791552473e-06,9.724826728497342e-07,3.294605566590712e-08,2.7681197226829472e-09,8.775141397663292e-06,1.1049584356569866e-06,4.950548578276804e-08,1.932827909350512e-09,1.8515288379379973e-09
0.6,0.6,0.6,0.6,0.5,6.0,0.6,0.6,0.6,300.0,6.0,300.0,3.7457973172543025e-08,6.991261151721717e-08,8.401875442820343e-07,5.528331040114701e-07,9.258166826563233e-06,8.437901419835343e-07,6.403020282019335e-08,2.651374149794189e-10,1.0108009604867236e-12,8.10000268293705e-06,5.323376961392127e-07,1.1736815704715544e-08,1.5614720447251838e-10,4.141237274565934e-12
0.5,0.5,0.5,0.5,0.5,5.0,0.5,0.5,0.5,300.0,5.0,200.0,3.034094709179801e-08,5.9509502545861874e-08,7.43817721935252e-07,4.4725524151736e-07,7.371533713454831e-06,5.404933821615757e-07,2.755320460742548e-08,7.854844043043992e-11,2.1774367980131826e-13,6.899126600558587e-06,3.3682886971174485e-07,5.8523343927506925e-09,5.831021804150676e-11,1.0953845155836525e-12
0.4,0.5,0.4,0.4,0.5,4.0,0.5,0.4,0.4,200.0,4.0,200.0,2.833244984436386e-08,5.885803618288427e-08,7.722978632237498e-07,5.235997518969524e-07,8.043478935705552e-06,3.547121543530924e-07,8.24238704212604e-09,1.1127945882410668e-11,1.5369980279948193e-14,4.953810410867808e-06,1.3673387487336895e-07,1.4075519401818597e-09,8.321272230158644e-12,7.970854200706175e-14
