Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C12_FA_unsat (uM)
4.613112432002122,0.0002806815865449097,7.131925603812602e-05,5.10561263500789e-05,4.839795550180162e-07,5.645424597404379e-07,6.30262857847014e-08
11.008930571154526,0.0024407627648168197,0.002052827670469611,0.007339841568276854,0.0004337889387667856,0.005019417845032538,0.0009655332913521445
17.369818243198786,0.0054307399380907504,0.006666208099634807,0.041095724181901855,0.004882553717766171,0.11075525791503471,0.029670382064329547
23.181272460750865,0.007725910397960195,0.011016793230045955,0.08531605631065112,0.014878989967140417,0.47154323029162615,0.15496847657974627
28.659343063760197,0.00924325168544835,0.014088367020101342,0.1209308451967461,0.027154626204862406,1.092429678795224,0.4168322515436473
36.42392418232426,0.010688965588049867,0.0168887609887819,0.15360260909777187,0.0440212735773044,2.2564428596148978,1.0254770731823424
45.04326075424677,0.012035176452180557,0.01906595554294588,0.1754366379239588,0.05919619457258827,3.5303135650165145,1.8671502156705881
60.49043110057717,0.015059561642092581,0.023406386833439027,0.2125256512241693,0.08067939912872535,5.210749722900683,3.213883971928346
78.12216749620846,0.019388837203910284,0.029841396622965102,0.26997339220684285,0.10706863283507945,6.709878900270265,4.311047790253603
111.35431718988376,0.027953141363156672,0.04276754474500836,0.38774082398323517,0.16794548467785586,9.459632391972788,5.891898766040337
150.0,0.03849903663449556,0.05854762577926896,0.5286872095621663,0.24655594962807037,12.239138234389388,7.224738104245338
