Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM)
3.8135406697743672,0.00015779672363273796,2.8035193957031234e-05,4.275799146340516e-05
8.7836903006625,0.00148071872776874,0.0009631604300519786,0.016526500935771557
16.193765114011835,0.00452745384875075,0.00508997222108104,0.32822041948002206
25.023705502239988,0.007180997081794474,0.009833529979276865,1.3825161472981935
38.36005605605354,0.009247964612856967,0.013600987145381091,3.549352607522277
60.75808409823385,0.011968711205832072,0.017739858925258426,7.076271633893008
104.20020045875894,0.018341220836133716,0.02721270540812245,13.284680134504093
257.0809015530035,0.049253088321563485,0.07315708015752649,30.356098409494642
486.0693619520507,0.10977155085816256,0.16281939387818972,46.4692338040874
720.0,0.17868729631634264,0.2644169444056139,56.70324353941999
