Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM),C12_FA (uM),C12_FA_unsat (uM)
5.56449881097669,0.0004772841098690477,0.00016628520082791084,0.00018043709420828764,2.7232945809468732e-06,5.862817946687224e-06,7.193694611193531e-07
11.753033320994595,0.0027814224843151054,0.002495201805617244,0.009766728849448316,0.0006433667454660228,0.008352450741918408,0.0016847421397777518
18.401411785326694,0.005887736228288316,0.007489106685099895,0.048707170585330146,0.006268775267141131,0.1523930275800916,0.04254730398533083
24.821304076328317,0.008241690230048306,0.012053580694919448,0.09706357313604207,0.01842118192317938,0.6307785552322932,0.2174617395370199
31.030527736274816,0.009746224273530566,0.015098683835680702,0.13293715054991156,0.03254879555943092,1.4268489017004444,0.5764717918750376
38.05713465766342,0.010944881553859791,0.017337240373746298,0.15847264476111214,0.04719738109850482,2.510995701780443,1.1786216653402413
48.15392098309721,0.012560579073095518,0.019832781760195158,0.1821952978458871,0.06385830065412802,3.929900640767775,2.1696526073626767
62.7284910825384,0.015576847859236109,0.024158218328689533,0.21903039959328266,0.08374538904515769,5.409362515849107,3.3739855782175563
79.19545143572708,0.01966195664103991,0.030254453489965687,0.27375063181163684,0.10885201421368877,6.800232662122364,4.369260341288463
109.45948406554498,0.027454353716907617,0.04201937841725206,0.3810005870485321,0.16426953843640718,9.310595562485881,5.813261494477251
150.0,0.038499036900715475,0.0585476265241713,0.5286872202857749,0.24655595871742,12.239138359111106,7.224738017360182
