ACP,FabB,FabD,FabF,FabG,FabH,FabI,FabZ,TesA,C2_AcCoA,C3_MalCoA,NADPH,NADH,total_production,mean_chain_length
1.0062865110546697,1.060162947705825,0.4710792473233366,0.09649725588454233,0.9336584083536865,0.2650468968314633,1.012200063053987,1.051936060162797,0.10762058081067549,537.1044436911931,490.28804212506395,1019.5388483912968,1014.1853379039607,3.383698999942986,15.830686380647181
0.9933947568354349,1.0318536617813092,0.4658780099816887,0.10669139757563954,1.0151945003743499,0.24264497912711866,0.9526317840695671,0.9839348697635544,0.09538418543269683,519.9538080630577,493.11581396564225,923.068879549626,1080.633312513551,3.1544535428779765,16.015454695031274
1.0320211325221642,1.0279169980847571,0.49421935161269476,0.10291102924286571,1.0673903488652998,0.23486747003982092,1.0774904782800725,0.9259357451956662,0.09773352461779702,526.8220509072247,468.9972207637984,1059.4641925497986,964.7211254897229,3.213787858411199,15.97837847911767
1.005245005857652,0.8113862421938633,0.5569375131213259,0.09124099717359944,0.981793261981764,0.24639012145301495,0.9393487468729879,0.9887644144670615,0.09608608919600473,515.8256058409007,479.8187338827149,976.9373310333733,939.8988618639406,2.9832828035218455,15.755942883650322
0.9732165313419444,1.013031487453347,0.5069385090308365,0.10520701099093345,0.9365720191704844,0.23977406301823057,0.9743187338729596,1.0846352999290996,0.09299409913752898,483.32213513873046,501.4284248957883,959.7059646081451,937.2648199920052,3.27113395283257,16.10250736356804
1.0180797527454741,0.9987277341653729,0.519072970837515,0.09462604252388374,0.9233359761125086,0.2343675002596426,1.071170793754798,1.0804618431706832,0.10311296831802987,491.7908158880143,451.68268627585564,1001.93783659358,976.2102704413874,3.4586230378794047,15.9301616359138
1.065200002256507,0.9926477246576834,0.5053179586567159,0.09911043026708685,0.9659674142693032,0.25546922190283716,1.1244906056374064,0.9763456923856633,0.09473573386522988,522.6632605813379,502.4499169924085,1022.5357399097387,1025.0180941217168,3.3358886007738144,15.956136664430256
1.047354048156462,0.968471100501449,0.5195745541527147,0.10334056710841948,1.0789771911084536,0.25997715384497255,0.9954136760539303,1.01540576001775,0.09657887578731367,482.8143469529862,515.1485129297944,988.6996503210784,992.1748390094893,3.405442666293272,15.999246453337765
0.9648132382096504,1.0027682487456777,0.4664227837383762,0.0985007341970041,0.9896130231233794,0.24310335728511098,0.9792882887161822,1.0306372870015323,0.1047138646184735,471.9662527120992,534.3317489540127,1033.0020168198823,965.5359233148608,3.2965006162125343,15.978378273079008
0.9367289264476973,1.0206058702564167,0.4892372007451854,0.10559472027808604,0.9481028312971775,0.2565452865455611,0.8746434031509565,0.9260417423263099,0.10432606574903575,498.9055641843015,511.39235383898085,911.695116915402,944.5769244082836,2.9968973277835236,15.922114771816531
0.9688362768731323,0.9868105919729687,0.506533771140251,0.10380631880256581,0.9695264577917785,0.24516216231350596,1.0855226008262295,0.9733538757318855,0.09689287893161658,454.55011591121547,528.935678968502,994.9969225261548,988.2369488252065,3.197409986320908,16.072753951966515
1.002066298967362,0.9768337930145065,0.4995520795986257,0.09211562194756513,0.9758227514348424,0.24875357338553974,1.01540910889963,0.9797293310748059,0.0934598028195654,480.4394703762962,507.5307722501618,1043.0515311692259,1031.0005952308743,3.1956944336998103,15.977341584187608
0.8837484612680583,1.0614876905469635,0.4952001694971977,0.0976378292178311,1.0132806707610853,0.2515425301374071,0.9058029589748859,1.0202026093342291,0.09947873174901595,471.5112906577827,537.3627649891565,1023.9779601615478,1055.765886534818,3.0305103628185606,16.025971788116415
0.9890604168033728,0.9447316446365437,0.48335309800642656,0.10141036866610682,0.9669991773212238,0.2686660442674002,1.0435678446738446,0.9744849338165736,0.09201067056199694,489.6875905665712,503.1920131760222,985.8187892135119,1062.4267891825598,3.0517711577542324,15.926991366075834
0.9377044526373467,1.051507759891194,0.49354042243239493,0.09712500659367479,0.9555030212664415,0.25634448581465036,1.030694064101966,0.9301306501739265,0.09494787895757252,532.8085491701786,552.1837933488679,1016.2731708980734,1035.5151834264852,2.945305186528159,15.966809250666213
0.9633866322648275,1.0088406231865263,0.4806450544027167,0.09891861746909432,0.9905991507728511,0.2375110861432514,0.9822800188422317,1.0162103406565433,0.09806111850834544,557.9796234333947,514.9960975133312,1087.8362043240447,1015.2017330780462,3.080552812750362,15.933137789149905
0.9727870508571345,0.9597847177358786,0.43945417462850545,0.10399892455694476,1.0234335162298112,0.256447865446875,0.9721081815543801,0.9678996320501027,0.09920934888224603,514.8262703375374,486.06792925150364,943.5334236091866,968.814644386625,3.0106083963327044,15.853523420929374
0.9841849921815423,0.9855009051965343,0.47013728895736034,0.10158390653341728,1.0358521883964424,0.24723514662204085,1.0365062662418216,0.9386051904937736,0.09722384894164197,475.9842671712614,504.6181876985818,1013.0980629137802,1015.5570626744935,3.123487605896294,15.98654540641672
1.0205815268187066,0.9540003198593902,0.511891323471861,0.0953969048242257,1.02752660081336,0.24417049488865486,1.011697266690724,0.9387301600198575,0.09927327549279531,518.2775151957661,456.4575147002704,1006.3102388168304,1074.1885246894713,3.1402320550792573,15.851515811945497
1.0521256684721338,1.033753225920472,0.5389269488917907,0.10087303184676819,0.9771251535164683,0.23950298303100012,1.0243416821018811,0.9888510836034834,0.10691020160297399,510.51229669088366,530.2770674657655,1034.9006881280932,1005.4010493850252,3.5315300843786446,15.990728381810577
0.9935732668527983,1.0173950880985236,0.5453395042830922,0.09693865182445065,0.9152461490986603,0.2496717467180447,1.0613247366304928,1.0725528512026603,0.10313563080929206,484.9407959745839,493.16644358614906,942.9398044194334,1037.2671396986443,3.436487652664192,15.970068025801057
1.0683231735274843,0.972160191242341,0.5024187935922177,0.09392403820385607,0.9600741928561507,0.24924834455891645,1.0596594976706288,0.9912727010374032,0.10689613128677174,522.0269277049783,530.820591478158,1080.0899826995694,1000.1224444319444,3.48007395769819,15.860113291592915
0.9667402663256693,0.9448890850472889,0.5223345905861033,0.09434972074998968,1.0142040696638026,0.24497272044319401,1.0380256552736251,1.0536562542027517,0.10448014699325629,487.91090677943805,555.2340092547671,1043.580412267015,1023.6811650382359,3.2928398043412592,15.931961809082512
