C4_sat_frac,C6_sat_frac,C8_sat_frac,C10_sat_frac,C12_sat_frac,C14_sat_frac,C16_sat_frac,C18_sat_frac,C4_unsat_frac,C6_unsat_frac,C8_unsat_frac,C10_unsat_frac,C12_unsat_frac,C14_unsat_frac,C16_unsat_frac,C18_unsat_frac
0.0004592901121924443,0.000709660467376566,0.006247703160079213,0.004999163967762598,0.05893445426137128,0.22530994861384956,0.39852538440354446,0.3048143950138239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00040224790026132507,0.00062223802796708,0.0054995801834736196,0.00441415320262322,0.052465368377122706,0.20365006326071738,0.3758727436340673,0.3570736054137675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00041446461779832337,0.0006398196997663487,0.00565623819204896,0.004543398983541325,0.05401831845509342,0.20930017520233207,0.3769604972536227,0.34846708759579675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0005238152867540526,0.0008177531497007492,0.007243102788970528,0.00577454367431554,0.0669773056707342,0.23768847954559633,0.37783276752384526,0.3031422323600833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00035853129047822815,0.0005534853277366174,0.00489983669981564,0.003944290657617111,0.047335007957930664,0.18798749731934153,0.3846593225741906,0.37026202817288967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0004127170667455688,0.0006347052367066022,0.00560016240219816,0.004501869066246165,0.05374353834086166,0.21243937242816824,0.3961042830007453,0.3265633524583281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00041631684802262924,0.0006461921197116601,0.005719966036143115,0.004586307432639213,0.05428105775020973,0.20803187732565798,0.38928830931722547,0.3370299731703901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0004013582093968638,0.0006238328902367367,0.005531938458221532,0.0044411440763491095,0.052674545762608195,0.20264941152755278,0.38507753958448443,0.3486002294911504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0004030937382309728,0.0006236463243551286,0.005517008740109346,0.00443053750899993,0.05266297183815236,0.20225697707098333,0.3964372659537793,0.3376684988253896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00043600457742014954,0.0006770433679607048,0.005994750707060803,0.0048085827644178325,0.056744225472365475,0.21232619325316804,0.38773517432562166,0.3312780255319855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00036744133434949235,0.0005699860542856034,0.00506448133239936,0.004079234057553963,0.04874226579450935,0.18855966069914934,0.3926455566765433,0.35997137405120977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000384856234823537,0.0005979051427357792,0.005306652897327759,0.0042664435798509676,0.05076474292313839,0.19590582126988726,0.4173428732907846,0.32543070466145163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0003628284646542234,0.0005611047460014286,0.004972808487316968,0.004004743116558179,0.047970620675480344,0.18631212627285845,0.423688548738229,0.3321272194989014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00042404151819346183,0.0006626095884437762,0.005879619258268172,0.004711958396517048,0.0554632971187083,0.20910724364919378,0.3967100602721441,0.3270411701985314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0004001390471345607,0.0006209620776477147,0.005502071517642146,0.0044169501164226,0.052404276375595235,0.197160165594021,0.41335731050233765,0.3261381247691991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0004389953924747434,0.0006773547583779076,0.005972757391899044,0.004782522524938198,0.05658472855815001,0.21329800640557506,0.3809499335826073,0.33729570138597764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00047412524622740364,0.000737559558637375,0.006511821719332777,0.005203333049999708,0.06087880548754172,0.22688716629763855,0.37571086560533207,0.32359632303529035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00040107092850220037,0.0006231761990685273,0.005527257710643312,0.004441033975018955,0.05267480472851547,0.20184075354102485,0.3930743973768245,0.3414175055404021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0004591044197546561,0.0007115409563566279,0.006292317031458595,0.0050424682838963435,0.05940230998162745,0.22387118636637185,0.3891783563803253,0.3150427165802092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00041128852013815113,0.0006340812209425146,0.0056067808608642,0.00450383510444638,0.05362753724750821,0.20560602988781515,0.3798083858878281,0.34980206127045727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0003953658093815332,0.0006097604615099743,0.005392820544575953,0.004337822397818188,0.051830380057495816,0.20282657833353157,0.4030801745110377,0.33152709788464924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0004643398052085052,0.0007193377227142333,0.00635267300342084,0.005080817101426418,0.059726205315477364,0.22233313571378138,0.38644542843399265,0.31887806290397874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00042856047044699844,0.0006632773434817422,0.005870380605775755,0.004708027547263187,0.05574551045962788,0.20804339444426154,0.3955321746193847,0.3290086745097582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00039308599985703,0.0006080930246651617,0.005395909696579797,0.00434350023944851,0.051781831570426824,0.19881569774111774,0.38647929475771725,0.35218258697018767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0003624604746539029,0.0005597588218457495,0.004957744383981963,0.003990345088518239,0.047805606773107766,0.18921125158467725,0.389414185687752,0.36369864718546313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00042169656736214093,0.0006561002019730008,0.005808502629039507,0.0046547591725283124,0.054924069082074325,0.20888068981006727,0.3925894601661232,0.3320647223708323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0003988041000027545,0.0006176659935219192,0.00547075372941469,0.004397158042226351,0.05231271215696582,0.20113442945725785,0.4155339590576241,0.32013451746298655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0004439902874556951,0.0006919370082976923,0.006116709320783135,0.0048900458441239495,0.05738383504979928,0.21384213322319032,0.4025754673591934,0.3140558819071565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0003576137190139302,0.0005552953946290286,0.00493534071081493,0.0039759772328702885,0.047542563551556845,0.18502758931641589,0.4198302902286632,0.33777532984603587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00044551327747550685,0.0006925784142556704,0.006134867436100945,0.004917286859825007,0.057906916419465944,0.21646437999725854,0.4029336062055956,0.31050485139002276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00043363600920697263,0.0006725311137765625,0.005940979901321867,0.004760369885547082,0.056202549160669725,0.21336054738101598,0.4017268782701271,0.31690250827833466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00045875844098895756,0.0007125239109959322,0.00630738143049929,0.005056503468795916,0.05951283490127025,0.2244458331488406,0.4000917368936947,0.3034144278049144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
