Time (s),C16 Equivalents (uM),C16 Equivalents (uM)_sigma
72.0,4.606250782849309,1.763795360865667
144.0,8.73336462421359,3.6987975051916564
216.0,16.636266697132555,5.305421770149556
288.0,17.275493232199565,6.641518850675821
360.0,15.223704033997894,7.762799106043041
432.0,24.912623238370788,8.714588458484595
504.0,36.23361168493224,9.53170642869743
576.0,35.27476964297953,10.24048173528671
648.0,19.484006600597603,10.860874738230613
720.0,14.059293867702436,11.408179826062579
