Time (s),C4_FA (uM),C6_FA (uM),C8_FA (uM),C10_FA (uM)
2.512223947152054,3.905634264215335e-05,2.744998302322286e-06,3.7695229202206547e-07,2.7081109382095007e-09
7.575686761366372,0.0010581132208251332,0.0005762991845350393,0.0011362189490838645,0.0003314948440665432
11.885503880924027,0.00282430455094705,0.002548979689927316,0.010071897887619755,0.008170454801331986
15.81225586514073,0.004616386242011214,0.005249012540743136,0.02894248516935565,0.040143769120732
20.927885949927386,0.006620037557915043,0.008813379717023126,0.06152188493236119,0.1407787744422391
31.643524371342178,0.008990843781100127,0.013531401187663012,0.11274729604040896,0.5488478002259769
47.98243733500437,0.010161545819167924,0.01588519156157895,0.13769405506416116,1.3816850642343264
63.28692038056108,0.010646175287685392,0.01669723176965009,0.14491739776065932,2.1923525869830556
84.6997466538129,0.011254878630709746,0.017611096641534922,0.15297290372517022,3.317957360422935
149.07649957688048,0.013319166485449556,0.02066983645061456,0.18053238951295186,6.647500313542343
