Time (s),C16 Equivalents (uM),C16 Equivalents (uM)_sigma
72.0,4.495998243612205,0.8868976804328335
144.0,8.977018669279907,1.8543987525958283
216.0,14.94061267450544,2.6577108850747777
288.0,16.927669680030323,3.3257594253379104
360.0,17.30017255268694,3.8863995530215205
432.0,23.338855167565683,4.3622942292422975
504.0,30.02545887856356,4.770853214348715
576.0,30.430222395413796,5.125240867643355
648.0,23.302078046908033,5.435437369115307
720.0,21.27104460907421,5.709089913031289
